label	parent	mass (kg)	epoch	sma (m)	ecc	inc(°)	lan(°)	aop(°)	ma(°)
ratliff	sol		9493.5	330115437144.7778	0.08413075	9.43875	11.32708 3	27.53626 3	58.3794793 1
inuyama	sol		9493.5	384584650177.7047	0.18674023	11.26223 1	04.59672 2	36.23440 2	96.6987510 1
1989 ut2	sol		9493.5	385220800163.0694	0.16890697	12.20460	24.21361 3	57.68413 2	52.9708181 1
hanaki	sol		9493.5	383257672185.2345	0.20840664	8.70258 2	13.24656 3	55.20707 1	26.0702962 1
jurafrance	sol		9493.5	386908234224.9913	0.12919980	14.00689	79.43459 3	58.67842 2	28.1252347 1
schupmann	sol		9493.5	449969406484.3408	0.08197171	10.94626 3	47.69879 3	15.62305 1	31.1622768 1
lafontaine	sol		9493.5	501249342511.8144	0.13706776	8.65003 1	33.07473 1	16.26275 2	15.3711218 1
barkhatova	sol		9493.5	319669750863.3632	0.03848345	2.70986 1	59.00500	71.33413 2	43.3434221 1
akirafujiwara	sol		9493.5	341587200261.5366	0.08872049	5.57732 1	47.32140	81.35548 2	65.1998400 1
kumagaya	sol		9493.5	336937668520.60645	0.03068745	5.81108 2	00.11494	06.86356 3	98.8454289 1
yoron	sol		9493.5	395199546610.668	0.11962814	9.43732 2	89.78339	29.15644 2	29.9148463 1
fulton	sol		9493.5	387078985234.6083	0.10852091	12.63723 1	10.76524 1	91.07995 3	45.4210416 1
talos	sol		9493.5	161791997055.0079	0.82682982	23.22311	61.28077 2	8.38658 1	68.0885711 1
1992 fa1	sol		9493.5	336791197245.40405	0.12311535	4.21164	42.86959 2	25.51245 2	88.1790492 1
1992 nj	sol		9493.5	478284483621.935	0.05564345	22.86564	26.43936 2	17.54140	08.1101130 1
sellin	sol		9493.5	384572816986.1324	0.23641374	5.06902	53.30471 2	74.07985 3	59.6218517 1
nagasaki	sol		9493.5	384565935484.08014	0.12664833	2.30851 3	15.49132 3	31.47952	01.2236764 1
comello	sol		9493.5	431958406283.7565	0.02017913	2.82891 3	39.74352 1	03.52547 1	49.7971115 1
unstrut	sol		9493.5	360780666911.4948	0.20269324	6.27245 2	05.16161 2	84.86686 1	36.5562238 1
ringuelet	sol		9493.5	396843313054.1326	0.17629213	13.44696 2	77.99492 2	60.67226	23.9682730 1
irmina	sol		9493.5	470366747038.9702	0.15676760	5.29768 2	72.88458 2	18.80565 1	92.8233009 1
roshchina	sol		9493.5	338383247704.9676	0.15499344	8.39221 3	68.46358 2	34.19337	81.2717127 1
klemm	sol		9493.5	366547006596.34875	0.06295988	1.97335	43.19724 1	61.25522 3	09.0894861 1
bivoj	sol		9493.5	283314341687.76556	0.44433977	4.19035 1	98.90963 2	68.66438 2	20.5791280 1
burnett	sol		9493.5	385281851054.10205	0.09517254	8.70166 1	47.07146 3	43.61115 2	12.9594267 1
brewington	sol		9493.5	392188171393.0512	0.17168303	12.46159 3	14.00016 2	33.79371	41.6193751 1
pollock	sol		9493.5	464165930258.2423	0.16453199	2.98502 2	12.72751 3	52.59812 1	44.6391394 1
vasarely	sol		9493.5	354871730536.2897	0.10229406	4.24438	04.18837 2	81.55980 3	45.6008768 1
casteldelpiano	sol		9493.5	339897552151.12836	0.15519244	2.39595 1	19.09767	23.42702	98.7092464 1
otzi	sol		9493.5	395018443428.3986	0.21728742	16.61717 2	33.28669 1	08.41178 1	98.6611086 1
bambinidipraga	sol		9493.5	362549437335.7163	0.16805382	9.77403 1	13.22840 2	22.27624 2	43.4130424 1
glasgow	sol		9493.5	389381565740.8485	0.11719749	11.85219 2	75.81806 1	55.45403 2	19.0142016 1
archieroy	sol		9493.5	293659273803.2637	0.03640904	20.82120	00.82030 2	96.89212 3	52.7145407 1
mshatka	sol		9493.5	456859151379.2163	0.11117834	2.09908 2	29.79176 1	03.38158 1	39.4041136 1
babel'	sol		9493.5	449215403296.43866	0.10910298	10.88355 2	43.46494 1	12.70564 1	19.7125456 1
kulibin	sol		9493.5	430176755482.8678	0.04280210	3.49938 1	10.04936 3	95.66611 1	50.0524769 1
1988 en	sol		9493.5	364422312918.1579	0.22758144	5.07602 1	57.28115 2	04.20776 1	68.5632555 1
keck	sol		9493.5	388962093311.4057	0.30213757	10.30902	27.23118 2	96.87506 2	95.8719885 1
jayewinkler	sol		9493.5	388808785413.5123	0.11607834	14.59533 3	16.88677 3	40.39161 3	49.9711061 1
eizaburo	sol		9493.5	389030983130.86304	0.17147875	11.26639 1	91.41328 3	61.88635 1	35.2034251 1
1988 xw1	sol		9493.5	452599022895.7183	0.10365074	10.68541 3	69.05775	16.53847	51.9400878 1
shinsengumi	sol		9493.5	477257778475.5339	0.03656444	22.82185 2	98.24825 3	19.70056	23.4273880 1
potsdam	sol		9493.5	457423000713.6717	0.09161579	8.57897	16.70954	95.43720 3	23.5598444 1
robertfrazer	sol		9493.5	360297495708.708	0.34047351	21.09979	40.43955 2	82.76931 3	13.0852219 1
1989 rc1	sol		9493.5	355212738882.55035	0.27252689	14.11713 2	14.44138 3	57.63139 1	03.0332541 1
lauretta	sol		9493.5	378420469915.5112	0.15954733	5.63111 2	51.43920 3	78.63658 1	21.3005010 1
babelsberg	sol		9493.5	367256983130.9039	0.11092659	2.50615 2	51.14110 2	29.71433	45.8565665 1
yukiomaeda	sol		9493.5	366212924631.5016	0.13938587	1.69088 2	85.57416 1	92.16525	66.3262642 1
masakichi	sol		9493.5	360358277323.5734	0.17594446	5.84426	81.64878 2	4.18251	08.0732546 1
oryo	sol		9493.5	415071963196.7983	0.16014133	7.98263	08.45942 3	89.30908 3	38.7245765 1
inagaki	sol		9493.5	393639988808.6206	0.11894320	12.64587 1	98.48896 1	73.72928 2	49.8399201 1
rakuyou	sol		9493.5	397690755072.074	0.16799553	12.08721 2	45.71400 1	92.53962 1	33.7344411 1
bradstreet	sol		9493.5	459488842589.52924	0.13794074	2.48213	57.56625 1	90.55550 1	49.2801590 1
letunov	sol		9493.5	326803026131.9513	0.12975005	3.70437 2	05.33629 3	83.96382 1	21.7196009 1
1991 am	sol		9493.5	254063709386.3877	0.69486606	30.17577 1	25.34475 2	52.87436 1	35.6146506 1
ishidagoro	sol		9493.5	331810755014.48553	0.08727212	5.77592 1	48.20923 2	47.41884 3	04.2086092 1
simohiro	sol		9493.5	340128276947.109	0.20336945	5.26419	48.19254	81.43162	70.3466105 1
dizzy	sol		9493.5	402331445578.8457	0.14065246	12.77618 1	63.64955 2	66.89847	88.0463028 1
martaprincipe	sol		9493.5	392786891991.16675	0.11788855	28.17180 2	10.58725 2	62.33353 1	99.1905478 1
peterson	sol		9493.5	521915211244.3504	0.03374611	19.38478 1	06.61561 3	12.45353 3	52.2283700 1
kasai	sol		9493.5	432836216669.45	0.10050029	10.34514	29.19509 3	63.26616 2	23.3955212 1
mainfranken	sol		9493.5	479315138152.1226	0.14526663	4.91874 2	51.68321 1	06.59592 2	94.2370550 1
1993 mf	sol		9493.5	364852406796.4204	0.53831908	7.93359	38.59477 1	78.14713 2	62.9425048 1
hedin	sol		9493.5	467231744141.00696	0.14533707	2.18237 1	04.96011	53.59947 1	6.9998076 1
hamsun	sol		9493.5	381170153577.91254	0.13997428	14.37720	86.46157	59.57504 1	37.4750272 1
goi	sol		9493.5	412782891378.2822	0.08529385	16.94631 1	4.61677 2	42.34114	79.2054272 1
raybrown	sol		9493.5	411337566510.3013	0.10403373	3.34388 3	25.33017	44.08106	86.6437372 1
stone	sol		9493.5	288105722129.6935	0.10438472	20.09067	43.49736	45.39751 3	34.6438800 1
cancelli	sol		9493.5	386758023003.0214	0.12699162	13.91433	95.41935 3	59.78807 2	42.5427785 1
1986 ug	sol		9493.5	330715489163.94257	0.14678314	2.38941 2	31.20468 3	66.66863 1	18.1561385 1
chlupac	sol		9493.5	316819911426.5282	0.12446716	2.23770	35.14616 2	94.08603 2	96.9625240 1
davidbrewster	sol		9493.5	466451890441.0478	0.02861551	8.03028 2	92.96398	21.68311 2	96.7372477 1
hessen	sol		9493.5	364315126043.80133	0.13670339	1.56890	58.07706 2	61.36811	54.5247457 1
wakiya	sol		9493.5	380501600693.7543	0.30379056	6.57104 1	76.33422 3	01.34163 2	41.4601155 1
harutoriko	sol		9493.5	397403871235.4326	0.16015816	2.76898 2	22.97465 1	28.65486 2	32.1095671 1
bhanji	sol		9493.5	475734902071.38196	0.00797261	22.56752 1	29.58274	01.46035 1	92.7284882 1
masaharu	sol		9493.5	323575706387.979	0.17329453	2.34863 2	14.51120	58.37202 1	38.7560846 1
inagawa	sol		9493.5	388722003688.71924	0.17595729	13.32502 1	64.09340	28.18854 1	8.1251337 1
nanette	sol		9493.5	410209149771.61115	0.21127909	18.63566 1	78.53294 1	78.00920	81.4664863 1
1992 qg	sol		9493.5	360647031133.5985	0.07066724	7.34887 1	63.46869	10.33338 1	15.1090315 1
1992 up	sol		9493.5	473793854739.2624	0.14413979	2.49659 1	69.32242	63.32326	99.0542441 1
yukitsuna	sol		9493.5	382059812114.96545	0.15382265	15.50022 3	20.50313	24.10476	80.9637057 1
peluk	sol		9493.5	389578885332.3018	0.11004790	16.03728 2	05.60056 2	87.29445 1	82.0084231 1
neglinka	sol		9493.5	338038544291.3007	0.13430089	2.20681 1	70.89979 2	93.16803 1	83.3470198 1
borovitskia	sol		9493.5	346261236133.6874	0.04499254	5.86813 3	25.24350	04.88008 2	1.4243262 1
ostozhenka	sol		9493.5	363860572913.6794	0.14668273	2.71249	42.06248 1	31.67795 1	19.1484213 1
deankoontz	sol		9493.5	363083067900.2902	0.19992200	1.53644 1	63.76542 2	38.90254 2	08.5176238 1
glynjones	sol		9493.5	332641831025.3723	0.18776206	2.11691 3	26.63183	53.96214 3	23.6754903 1
sakanoue	sol		9493.5	356913322597.30676	0.14987837	3.39231	89.74528 2	65.06507	06.6989996 1
tara	sol		9493.5	332185333122.9313	0.50728312	19.50911 1	68.68366 2	15.71873 1	85.9474083 1
montgolfier	sol		9493.5	382688975879.7685	0.32405295	8.29831 1	48.73168 1	58.94935 1	33.5479856 1
qualytemocrina	sol		9493.5	360169320253.0922	0.13031651	7.62236 1	96.98213 3	81.43412 1	50.9916697 1
sachsen	sol		9493.5	417356412441.10974	0.07760170	5.10229 2	41.33112 3	49.66081 1	18.8953325 1
1988 re	sol		9493.5	272439548874.03516	0.25203944	35.07066 1	02.12890	05.53013 2	82.7955471 1
ohta	sol		9493.5	400546204429.0602	0.20305468	3.13183 2	01.34011 1	77.32652 1	69.2100545 1
tanith	sol		9493.5	271088485624.3822	0.32139452	17.92500 2	27.84032	30.85935 2	33.9962375 1
baltimore	sol		9493.5	417379630030.6424	0.42053415	28.97178 2	53.61210	72.31835 1	0.2569999 1
bobbell	sol		9493.5	278528915241.09155	0.07118562	20.35066	20.08799 2	59.86322 3	90.7595875 1
sugano	sol		9493.5	336478253459.68677	0.13282912	6.61284 1	42.32597 2	31.20648 2	63.3711106 1
archilochos	sol		9493.5	329005884697.58295	0.18557284	4.78757 2	32.99736	03.55282 1	54.8874084 1
1989 xb	sol		9493.5	356662282410.4851	0.22303787	7.07573 2	35.21165 2	96.65229 1	74.8003023 1
kuga	sol		9493.5	355910777507.0236	0.04853406	6.46202 1	87.01738 2	51.62041 2	86.2979762 1
1990 dm2	sol		9493.5	414087250172.70264	0.03877965	2.68791 3	91.78239 1	05.88493 2	90.4711048 1
toshimaihara	sol		9493.5	382581310292.22565	0.12069384	16.31002 1	92.57012 2	11.86815	41.7254569 1
charlene	sol		9493.5	345361419901.2139	0.14980791	6.56282	48.02108 3	55.43991 1	00.4656887 1
almeria	sol		9493.5	243050837738.00113	0.28913961	21.57501 3	45.81737 1	55.78842 1	13.5191281 1
1992 ma	sol		9493.5	461279858217.1238	0.15971692	0.39068	02.20660	88.62239 2	43.7798102 1
akashi	sol		9493.5	426846153368.9642	0.07939436	2.68284 3	48.37454 3	38.86260	04.2121876 1
1992 ww5	sol		9493.5	425595455330.7639	0.08506953	1.85140 1	77.81067	76.59960 1	6.1205611 1
josephblack	sol		9493.5	475243921859.74457	0.16603511	17.45444	39.18977 2	15.55943	16.4672197 1
dolezal	sol		9493.5	414046155637.62134	0.20039636	7.21760 2	04.43611 3	41.74748 2	45.7011267 1
apeldoorn	sol		9493.5	466685532395.5071	0.04610723	5.66942	60.25887 3	49.51467 1	21.3682677 1
rutger	sol		9493.5	450137853686.749	0.10662618	11.48248 2	78.32712 1	76.34327	60.8843322 1
yauza	sol		9493.5	330430235944.0918	0.12604954	5.67487 2	85.90468 3	34.99720 1	04.0367261 1
ruders	sol		9493.5	424324187585.34235	0.09225558	1.25121	32.77851 3	55.91470 3	34.9556112 1
mickiewicz	sol		9493.5	456766355820.0211	0.15356472	19.15134	81.87717 2	40.03144 1	51.3578646 1
carlsberg	sol		9493.5	400610546473.2483	0.18543616	13.80865 2	24.07215 1	40.65515 1	37.6436475 1
gehrig	sol		9493.5	364147920503.7199	0.13230263	3.34606 1	00.23512 1	11.02224 3	90.3518276 1
milesdavis	sol		9493.5	356946488445.24097	0.29990296	4.59349 2	53.63166 3	91.14532 1	37.0038425 1
coltrane	sol		9493.5	389693746577.4253	0.09128361	14.08305	71.77078 1	25.27566 1	18.4110224 1
telc	sol		9493.5	327583298705.94836	0.09439393	5.17171 2	13.38893 2	78.54137 3	37.2618113 1
zbirka	sol		9493.5	342315861570.14215	0.13407277	5.44720 1	25.09390 1	56.64489 2	72.3708294 1
narrenschiff	sol		9493.5	341814603984.7876	0.01180162	3.09813 3	04.73531 1	31.55646 1	44.5159163 1
novotna	sol		9493.5	385737466329.10596	0.17888110	3.17643	09.49893 3	88.96875 3	25.3093164 1
1985 ke	sol		9493.5	437611829495.8061	0.13214971	3.06036 1	28.29203 2	63.58356 2	43.5364498 1
jedicke	sol		9493.5	288530445444.3978	0.11668678	24.00969 2	25.28807	63.84071 1	38.3203158 1
jensen	sol		9493.5	471680829694.98615	0.20896368	9.05657	01.72221	35.79801 3	30.0920495 1
1986 wb1	sol		9493.5	334816340794.50635	0.11857837	3.68852 2	47.79409 1	47.08650 2	74.4676321 1
talima	sol		9493.5	447451255446.4218	0.12178113	11.20280 2	39.19483 1	42.29596 1	12.6332248 1
1989 an1	sol		9493.5	410477124437.39606	0.09366779	2.09695	45.85724	92.66044	16.5470256 1
wurttemberg	sol		9493.5	424699034969.9554	0.11481127	3.06404 1	13.62802 2	41.96128 3	81.2543620 1
johnson	sol		9493.5	285796110523.5303	0.07188049	27.52462 2	41.22399 1	09.00992 1	39.1715446 1
1989 sn5	sol		9493.5	341537114894.4263	0.23087400	3.42021 2	09.80476 1	07.29681 2	36.0167066 1
rhigmus	sol		9493.5	770679116865.4491	0.09727029	1.92048 1	07.74969 1	42.44353 1	52.3473476 1
aichi	sol		9493.5	337290121103.97565	0.17543929	5.98494 2	06.66586 2	06.65329 2	16.6853505 1
nagoya	sol		9493.5	335538614274.03296	0.19396520	7.13824	32.93120 2	3.05960	64.2510191 1
zatopek	sol		9493.5	341137613780.72186	0.13736346	5.00817 2	33.82036 1	91.00622 1	53.5722563 1
1989 wo7	sol		9493.5	337042970461.7922	0.08961839	4.70382	92.66109 1	85.84810	26.2837580 1
oyatoshiyuki	sol		9493.5	359946613902.98114	0.16773509	3.36638 3	15.97710 2	34.93266 1	27.3111322 1
1990 bu	sol		9493.5	389184216229.8211	0.18957548	12.10524	23.95563 3	30.00385 3	19.9671574 1
kathywhaler	sol		9493.5	531564707738.32544	0.09859136	10.33441 2	73.02446 1	51.01830	47.8047163 1
yoshihiro	sol		9493.5	336959435010.7933	0.09873421	4.80001 3	02.68063 1	59.11973 1	59.2886586 1
van der woude	sol		9493.5	347287956239.8756	0.11501371	9.28967	56.14249 2	28.03812 2	29.5578994 1
chibasai	sol		9493.5	388199473286.15125	0.13892408	14.25457	75.91436	38.88116 2	56.4033538 1
1991 nv3	sol		9493.5	425419199119.5052	0.08182510	3.21126 2	85.62511	68.76794	9.4031691 1
patrickmartin	sol		9493.5	478021400806.522	0.12607732	0.66240 1	5.42901 1	87.27141	24.7152223 1
1992 sx17	sol		9493.5	468466225770.0233	0.12513038	19.39003	47.51731 3	65.08516 3	21.2852369 1
1992 ul	sol		9493.5	327577913182.6032	0.12674671	3.44541 2	28.26398 1	94.51654 3	89.9867410 1
shouichi	sol		9493.5	448691167478.1446	0.11507968	7.86915 1	32.01677 1	47.50047 2	38.2051056 1
liedeke	sol		9493.5	426798267090.55316	0.01575619	3.27218 1	02.50983 1	18.57567 1	43.0241931 1
teruo	sol		9493.5	350984773941.2528	0.11032275	4.08921	09.43175 2	69.19991 1	82.9936540 1
1994 cp1	sol		9493.5	354474832425.5355	0.18914193	4.42956 1	66.49365 2	42.39264	15.6604404 1
schonfeld	sol		9493.5	351664067952.5274	0.23744002	3.97742 1	59.34631 2	84.00481 1	34.2449933 1
krogh	sol		9493.5	472589666679.0628	0.19927128	11.16961 2	39.65151 1	18.58937	81.8675883 1
pindarus	sol		9493.5	594078351790.913	0.11963755	9.27614 1	63.86701 2	03.96091 1	92.7805978 1
manzano	sol		9493.5	352806771287.86926	0.30375914	23.02166 2	26.28348	77.98973 1	47.4742247 1
zhiganov	sol		9493.5	336492360538.89374	0.09159710	4.81876 1	40.97697	48.54199 1	25.5193414 1
zhvanetskij	sol		9493.5	475595222539.5094	0.19610135	16.90854 2	95.79919 3	65.57934 1	40.4499298 1
prutkov	sol		9493.5	394396804436.4918	0.09136614	2.17787	12.78237 2	91.68186 1	11.9865431 1
kemurdzhian	sol		9493.5	322487561396.08136	0.14737648	0.14605 2	12.11418 2	85.79728	25.3363513 1
mats	sol		9493.5	356763694807.0326	0.21688428	2.32065 2	72.17881 1	08.24653 1	10.7780223 1
ostankino	sol		9493.5	390009996476.085	0.09452120	13.90979	86.36859 1	29.01634 1	75.6716953 1
khadzhinov	sol		9493.5	448805714567.7396	0.05048101	10.80481 1	57.54516 3	94.70087	02.1623398 1
loden	sol		9493.5	338087432875.44543	0.13055704	3.61671 3	35.77024 2	27.14279	38.7082429 1
keller	sol		9493.5	349918829273.36707	0.07279844	3.55592 3	28.14721 1	50.05618 3	43.1988508 1
toshimayeda	sol		9493.5	409956449048.4247	0.14067749	9.35104	22.96325	82.07762 3	66.0299522 1
feliksobolev	sol		9493.5	454072053289.35297	0.11095376	11.07816 3	26.99828 1	04.48616	79.5540888 1
valencia	sol		9493.5	432189160999.3113	0.05855581	1.29900 1	16.71269 2	94.12838 2	72.9691965 1
denzilrobert	sol		9493.5	452377019655.59955	0.13439260	11.11686 2	77.31891 1	95.99852	32.8048313 1
lovi	sol		9493.5	332254537097.91705	0.11104102	5.93489	28.01849 1	87.58385 1	69.9556628 1
utesov	sol		9493.5	451597689548.18787	0.05847501	10.83528 2	54.86903 2	24.73020	75.5056366 1
roachapproach	sol		9493.5	333005712886.063	0.14470036	4.89098 2	21.70927 1	98.50145	83.5080690 1
hrozny	sol		9493.5	349984502738.6044	0.12497899	2.56002 2	52.75337 1	22.43321 2	05.6122876 1
bonnie	sol		9493.5	398069626639.40875	0.14667164	14.89696 1	93.02755	42.99621	83.3824788 1
longo	sol		9493.5	410063007611.7243	0.21913385	9.53891 1	76.02935 3	27.07546	55.3740725 1
1985 rl3	sol		9493.5	339175757384.7879	0.10571812	7.31877 1	83.06250 3	76.66465	55.9467229 1
leukippos	sol		9493.5	445531750207.68304	0.10675117	9.07423	17.12261 2	31.87618 3	07.0570255 1
alicemonet	sol		9493.5	328687869544.0489	0.21782978	5.37352 2	88.30992	86.42077	3.5334295 1
davemonet	sol		9493.5	339642024028.18567	0.11173082	4.06350 2	07.52315	71.22184 3	74.9491710 1
shelton	sol		9493.5	346770257848.5312	0.16796470	24.04399 1	37.65708 2	63.92955 1	61.3798624 1
epikouros	sol		9493.5	366305750110.2709	0.17232535	6.49469 2	28.08757	51.61803 3	61.0174603 1
khromchenko	sol		9493.5	419316368944.08575	0.09501035	7.92905 1	17.86600 2	89.52616 3	68.7590971 1
d'alembert	sol		9493.5	405732209094.1076	0.29168715	8.97223 1	88.59408 2	82.91321 1	78.3558526 1
irina	sol		9493.5	483457622870.10223	0.10678844	22.86024 1	50.16137 1	00.83586 1	50.6625998 1
barrande	sol		9493.5	351260767052.9073	0.12944239	2.57355	34.92506 1	75.69865 3	49.9010055 1
shaklan	sol		9493.5	477696130156.259	0.09345834	17.83519 1	35.32400 1	50.77697 1	50.8299388 1
wakkanai	sol		9493.5	327526421595.50824	0.15369061	4.31722 3	43.45376	31.07377	61.8536052 1
watt	sol		9493.5	359470129725.0146	0.14492935	1.61865 2	23.47719 1	03.76564 3	88.3276201 1
shikokutenkyo	sol		9493.5	383906253753.65436	0.11337257	12.87997 3	97.55168 2	22.77767 1	79.1485352 1
terryalfriend	sol		9493.5	425967400516.68536	0.05429572	1.69920	0.22092	61.74430	55.4952470 1
johnjunkins	sol		9493.5	457101619608.0469	0.30856874	3.39495 2	73.09208 1	11.53408 1	80.4532276 1
meisel	sol		9493.5	409427351299.33295	0.04917590	3.35543 1	24.43492 2	88.42726 2	10.2347621 1
tomeko	sol		9493.5	451261647851.23444	0.08801483	3.61041 2	53.22892 3	79.59461	10.3947342 1
edithlevy	sol		9493.5	290496520500.2855	0.05519599	24.10680 1	25.74392 2	09.88140 1	07.9054245 1
trauger	sol		9493.5	285519159985.50336	0.02537332	23.72385 3	88.83340	35.02795 1	63.3980386 1
ryuichiro	sol		9493.5	347676192633.91626	0.12338214	7.45459 2	4.61685 1	91.86913	89.3523823 1
ohdohrikouen	sol		9493.5	329766185955.84155	0.16266971	4.32919 1	22.50073 1	66.69667 1	68.3484146 1
tickell	sol		9493.5	388933804354.05634	0.16502219	12.33910	90.34511	2.36502 2	86.8416244 1
harryatkinson	sol		9493.5	401040056919.81506	0.07910995	13.87741 3	53.11848 1	24.24659 1	50.2806245 1
takimoto	sol		9493.5	383157321933.569	0.16132940	3.61203	29.14743 1	60.65308 2	64.4501276 1
1991 uz2	sol		9493.5	468916754717.42346	0.14896222	1.85839	58.06778 2	45.10566 1	60.3774966 1
otakemayumi	sol		9493.5	381460538004.72833	0.09410308	14.97866	58.85060 3	87.16668 3	40.8755655 1
kalatajean	sol		9493.5	400994788604.14124	0.14185776	13.35428 2	17.35450 3	36.25937	06.7044758 1
1992 th1	sol		9493.5	380971338007.7523	0.15198850	15.45103 2	43.63855	41.26376 1	50.8973023 1
kaminokuni	sol		9493.5	333479833417.67255	0.11287337	6.66245 2	58.56271 1	05.06837	15.6654127 1
1992 xf	sol		9493.5	453271540123.4502	0.09323029	10.41012 2	77.64359	18.55948 2	32.0341401 1
1993 fp2	sol		9493.5	337090781941.2679	0.15106415	3.77453	49.28480	25.54020 3	45.3185130 1
kresilas	sol		9493.5	413796177595.68164	0.21821844	10.30934	54.55598	3.95668 3	71.9161250 1
polykletus	sol		9493.5	411693519683.84485	0.19731442	11.37746 2	84.83642	92.94496 1	41.2183559 1
praxiteles	sol		9493.5	418921475444.79895	0.13189209	9.04504	9.62568	46.47505	7.6064028 1
lysippus	sol		9493.5	356071520419.09076	0.11299690	5.70621 1	15.40953 1	11.80912 1	77.3148317 1
1942 rj	sol		9493.5	331658718698.49316	0.22948465	5.83812	84.90317	59.23463 2	79.4318640 1
xenophon	sol		9493.5	354727548108.5091	0.12084188	7.45377	33.63531 1	95.72181 2	61.8001925 1
liviogratton	sol		9493.5	363826554357.8822	0.15536141	5.42069 1	63.65253	44.10198 1	61.4405415 1
gorodnitskij	sol		9493.5	401406930737.9197	0.15573165	12.92431	77.73617	94.69622 1	46.2576983 1
sorin	sol		9493.5	323064306066.9911	0.18640450	1.86150 3	32.39567 2	41.22666 3	04.5497332 1
panticapaeon	sol		9493.5	335519450786.79626	0.09576603	7.01388 2	44.35367 1	25.52251 3	29.9867398 1
ivavladis	sol		9493.5	360798334420.02454	0.13718508	3.22658 1	57.80699 1	37.54634	64.0118182 1
nittler	sol		9493.5	400640914841.00037	0.08881761	8.96638 3	41.01119	19.46612 2	53.1549185 1
tammydickinson	sol		9493.5	325574049704.57666	0.06812170	1.92528 1	39.49325 3	97.33853 3	30.3547344 1
yakubovich	sol		9493.5	427208314854.14185	0.22644041	13.56457 3	31.63570	02.96606	97.9351065 1
saint-aignan	sol		9493.5	387230034204.65405	0.26670294	12.22042	97.92708 1	83.06423	72.2819910 1
julioangel	sol		9493.5	382707301618.9292	0.13186432	15.46311 3	12.74828 1	53.80264 3	27.0923548 1
dirac	sol		9493.5	330553743946.14166	0.17345519	7.55070 3	48.20710 2	30.30058	91.6428189 1
