Lilofee		8.230±0.004 h[10]8.24991±0.00005 h[11]8.250±0.001 h[12][a]8.2506±0.0003 h[10]8.255±0.002 h[10]					
Belopolskya		9.44±0.01 h[6]					
Arago		8.7819±0.0001 h[a]8.784±0.001 h[11]					
Lagrangea		32.79±0.06 h[10]					
Pawlowia		8.23 h[10]					
La Paz		8.998±0.002 h[11]9.002±0.001 h[11]					
Marlene		29.0±0.4 h[10]31.06±0.02 h[11][a]31.0651±0.0005 h[12]31.066±0.005 h[13]					
Laodamia		5.17 h[6]5.17247±0.00007 h[7]5.175±0.005 h[a]					
Sarema		10.30708 h[13][14]10.32 h[15]					
Tombecka		6.0 h[12]6.050±0.001 h[a]6.05017 h[b]6.0508±0.0001 h[13]6.053±0.002 h[14]					
Semphyra		5.636±0.002 h[8]					
Christa		11.230±0.004 h[13][a]12.189±0.001 h[14]					
Anitra		5.928±0.001 h[9]5.9288±0.0005 h[10]5.929±0.001 h[11]5.9295±0.0005 h[12]5.92951 h[3]5.9294±0.0001 h[6]5.9300±0.0001 h[6]5.930 h[13]5.93 h[a]5.9301±0.0003 h[14]					
Jacqueline		7.87±0.01 h[9]					(7.0°, 55.0°) (λ1/β1)[5]
(170.0°, 65.0°) (λ2/β2)[5]
Arnolda		10 h (unrated)[9]11.97 h (dated)[10]12.18±0.01 h[9]14.57±0.01 h[a]14.617±0.004 h[11]					
Strackea		3.832 h (incorrect)[10]4.044±0.002 h[11]4.04659±0.00006 h[12]4.047±0.001 h[13]4.047±0.005 h[14]4.05±0.01 h[12]4.052±0.002 h[15]					
Arcadia		17.02±0.02 h[11]					
Flammario		12.146±0.001 h[15]12.146 h[16][17]12.15186±0.00005 h[18]12.160±0.002 h[19]12.16 h[19]					
Olympiada		3.822±0.006 h[9]3.833±0.005 h[10][a]3.8331±0.0006 h[11]3.83359±0.00005 h[12]3.834±0.001 h[13]3.835±0.0016 h[14]4.589±0.002 h (retracted)[15]					
Thomana		17.56±0.05 h[8]17.56±0.01 h[9]17.561±0.007 h[8]17.5611±0.0005 h[10]					
Hale		16.0±0.1 h[13]					
Riema		3.566±0.005 h[6]3.578±0.002 h[a][b]3.580±0.005 h[7]3.581±0.002 h[8][c]3.581±0.001 h[9][b]3.588±0.002 h[10][b]6.557±0.001 h[11]					
Ingrid		5 h[9]					
Aesculapia		6.83±0.10 h (incorrect)[11]9.791±0.002 h[12]10 h  (fragmentary)[13]13.529±0.042 h[a]19.506±0.1501 h[14]					
Lydina		11.674±0.002 h[11]11.680±0.005 h[12]15.69 h[13]48±1 h (poor)[14]					
La Plata		14 h[9]14.174±0.003 h[10]15.310±0.003 h[11]15.37 h[12]					
Vitja		5.7014±0.0003 h[12]6.332±0.001 h[13]					
Arctica		51.0 h[11]51.0±0.5 h[12]51±2 h[12]					
Pafuri		13 h (at least)[12]24 h (at least)[13]					
Simona		9.6 h[8]10.07±0.06 h[9]					
Amata		9.05±0.01 h[11]9.081±0.001 h[12]9.08215±0.00001 h[13]9.7±0.07 h[14]					
Ganymed		10.297 h[10][11]					
Tuckia		23.2 h[6]					
Sonneberga		34.2±0.03 h[10]					
Klumpkea		59.2±0.1 h[10]					
Asta		7.554±0.001 h[11]7.99±0.02 h[12]					
Amazone		16.26±0.02 h (outdated)[8]540±30 h[9][a]					
Beate		14.6±0.1 h[10]44.3±0.1 h[11][a]					
Teutonia		2.84±0.04 h[8]3.140±0.0010 h[9]3.153±0.003 h[10]3.157±0.001 h[11]3.158±0.001 h[12]3.18±0.02 h[10]					
Edwin		5.29±0.01 h[9][a]5.2906±0.0001 h[10]5.296±0.006 h[10]5.30±0.02 h[11]					
Geisha		25.62±0.02 h[8]					
Feodosia		10.46 h[9]23±1 h[10]35.20±0.23 h[11]					
Gotho		8.470±0.007 h[9]					
Meta		6.14188±0.00001 h[9]6.142±0.001 h[10]					
Merope		13.717±0.0164 h[13]27.2±0.3 h[14]					
Belgica		2.70933±0.0003 h[10]2.7097±0.0001 h[5]2.7097±0.0001 h[6]					
Forsytia		7.650±0.001 h[12]					
Tynka		5.9818±0.0003 h[7]11.75±0.01 h[8]11.893±0.002 h[9]11.893±0.005 h[10]					
Azalea		15.0276 h[11]15.03±0.05 h[12]15.15±0.03 h[13]					
Wanda		24 h[11]28.49±0.03 h[12]28.8 h[13]					
Grubba		>12 h[10]>18 h[11]>20 h[10]46.30±0.01 h[12]					
Mussorgskia		5.519±0.002 h[10]5.636 h[4]5.6362±0.0006 h[11]					
Magnolia		2.78±0.05 h[11]2.910±0.001 h[12]2.9107±0.0001 h[13]2.9108±0.0005 h[14]2.911±0.0008 h[15]3.08±0.01 h[16]					
Paeonia		6 h (at least)[10]7.9971±0.0001 h[a]7.99710±0.00001 h[11]					
Ljuba		33.8±0.2 h[13]36 h (poor)[14]41.5±0.2 h[15]42 h (poor)[15]					
Aquilegia		5.79 h[10]5.792±0.001 h[11]					
Aethusa		8.621±0.004 h[11][a]12.916±0.002 h[12]					
Amundsenia		7.7594±0.0002 h[a]					
Lunaria		6.057±0.001 h[10]7.74 h[11]					
Nofretete		6.15 h[9]					
Planckia		8.643±0.05 h[10]8.655±0.001 h[11]8.66±0.05 h[11]8.665±0.005 h[12][a]10.58±0.05 h[13]					
Tunica		15.673±0.0067 h[12]15.8±1.0 h[13]					
Brita		5.8 h (poor)[11]5.805±0.002 h[12]5.8158±0.0003 h[12]5.8169±0.0003 h[13]					
Malva		9.0127±0.0003 h[10]10.080±0.005 h[11][a]					
Gellivara		11.32±0.05 h[11]					
Beljawskya		6.284±0.002 h[9]6.285±0.0035 h[10]					
Helina		44.554±0.1526 h[9]44.6768±0.0001 h[10]44.6770±0.0002 h[a]44.677±0.001 h[11]44.9±0.1 h[12]					(127.0°, −43.0.0°) (λ1/β1)[4]
(280.0°, −44.0°) (λ2/β2)[4]
Viola		7.336 h[15]					
Campanula		3.847±0.002 h[a]3.850±0.001 h[9][10]3.850486±0.000001 h[11]3.85085±0.00005 h[6]3.852±0.002 h[12]					(178.0°, 76.0°) (λ1/β1)[13]
(313.0°, 59.0°) (λ2/β2)[13]
Mentha		82.870±0.2341 h[13]85±2 h[14]					
Mimosa		7.3 h[7]24 h[8]64.6±0.5 h[9]					
Orchis		16.061±0.004 h[13]16.0657±0.0005 h[14]16.075±0.0207 h[15]16.1±0.1 h[16]					(255.0°, 27.0°) (λ1/β1)[17]
(71.0°, 28.0°) (λ2/β2)[17]
Reseda		7.3002±0.0006 h[14]7.30136±0.00001 h[15]					(92.0°, −69.0°) (λ1/β1)[6]
(256.0°, −76.0°) (λ2/β2)[6]
Pirola		15.85±0.01 h[13]15.851±0.0140 h[14]15.8525±0.0005 h[15]15.8540±0.0001 h[16]					(123.0°, −42.0°) (λ1/β1)[6]
(300.0°, −38.0°) (λ2/β2)[6]
Salvia		4.23±0.02 h[11]					(165.0°, −59.0°) (λ1/β1)[6]
(358.0°, −58.0°) (λ2/β2)[6]
Tamariwa		6.153±0.001 h[10]6.153 h[11]6.19±0.01 h[12]6.1949±0.0002 h[13]6.195±0.001 h[14][15]6.1961±0.0002 h[3][16]6.22 h[17]7.08 h[18]					
Amaryllis		18.111±0.025 h[12]18.2±0.1 h[13]					
Nata		18.074±0.002 h[10]					
Arabis		5.794 h[11]5.794995±0.000002 h[a]5.79500±0.00001 h[b]5.79501±0.00005 h[12]5.797±0.001 h[13]					
Mitaka		3.027±0.003 h[12]3.0353±0.0005 h[13]3.035377 h[14]3.035378±0.000005 h[15]3.0354±0.0002 h[16]3.0361±0.0007 h[16]3.049±0.005 h[17]					(115.0°, 46.0°) (λ1/β1)[5]
(278.0°, −72.0°) (λ2/β2)[5]
Tama		4 (dated)h[12]16.4±0.1 h[13]16.44 h[8]16.444±0.001 h[14]16.4442±0.0004 h[6][13]16.445±0.005 h[13]16.45±0.05 h[13]16.4530±0.0004 h[13]16.464±0.004 h[15]16.4655 h[16]					
Spiraea		7.01±0.43 h[10]					
Lilium		17.63 h[13]24.60±0.05 h[14][a]					
Freda		10.73±0.05 h[8]10.73±0.05 h[8]19.67±0.01 h[9][a]19.701±0.0148 h[10]					
Siberia		21.15±0.01 h[11]					
Tulipa		2.77 h[10]2.787±0.0004 h[11]2.787±0.001 h[12]2.787 h[a]2.787153±0.000002 h[13]2.78721±0.00003 h[14]2.7873±0.0001 h[15]2.7879±0.0004 h[16]					
Reunerta		13.02±0.01 h[12]13.030±0.006 h[13]13.036±0.002 h[14]13.036±0.0073 h[15]					
Vicia		26.5±0.1 h[9]					
Hakone		7.14±0.01 h[11]7.14117±0.00001 h[12]7.142±0.002 h[13]7.16±0.050 h[14]					(40.0°, 43.0°) (λ1/β1)[5]
Figneria		13.577±0.001 h[8]13.583±0.0160 h[9]					
Arnica		14.535±0.005 h[8]14.55±0.220 h[9]14.58±0.05 h[10]					
Clematis		6 h[9]8.5994±0.0006 h[9]8.61±0.02 h[9]12.68±0.01 h[10]34.3±0.1 h[11][a]					
Pepita		5.1±0.1 h[10]5.1040±0.0003 h[10]5.10532±0.00005 h[11]5.1054±0.0002 h[12]					
Sequoia		3.0335±0.0003 h[10]3.037±0.002 h[11]3.03784±0.00001 h[10]3.03797 h[a]3.037976±0.00005 h[12]3.037977±0.000005 h[13]3.0381±0.0002 h[14]3.04±0.01 h[15]3.044±0.005 h[16][b]3.049±0.001 h[17]3.049±0.002 h[18]					
Syringa		5.1547±0.0012 h[11]					
Fragaria		5.4312±0.0008 h[12]					
Cydonia		2.6700±0.0181 h[9]2.679±0.001 h[10]					
Lictoria		8.56 h[a]8.561 h[b][c]8.5616±0.0002 h[10]8.5681±0.0001 h[d]8.586±0.005 h[10]					
Demeter		9.70±0.01 h[13]9.701±0.002 h[14]9.846±0.008 h[15]9.870±0.012 h[16]					
Tata		8.277±0.002 h[15]					
Jaroslawa		94.432±0.002 h[11]97.278±0.005 h[12]97.4±0.3 h[13]					
Reinmuthia		4.00742±0.00005 h[8]4.007347 h[9]4.00750±0.00003 h[8]4.0075±0.0001 h[10][a]4.02 h[11]					(356.0°, 68.0°) (λ1/β1)[5]
(153.0°, 78.0°) (λ2/β2)[5]
Polonia		82.5±0.5 h[11][a]					
Katja		18±1 h[9]18.42±0.02 h[9]18.465±0.010 h[10]18.47±0.05 h[9]					
Lorraine		32±1 h[13]					
Sabauda		6.7165±0.0007 h[a]6.718±0.001 h[9]6.72±0.01 h[10][11][b]6.72±0.05 h[9]6.732±0.005 h[9]					
Catriona		8.83±0.01 h[12]8.832 h[a][b]10.49 h[9]12.06 h[c]					
Reginita		2.928±0.0134 h[12]2.94±0.010 h[13]2.9458±0.0002 h[14]2.946±0.001 h[15]2.9463±0.0006 h[16]2.9464±0.0005 h[17]					
Hanskya		15.61±0.01 h[14]					
Euboea		11.396±0.001 h[12]11.3981±0.0005 h[13]11.39823±0.00001 h[14]11.41±0.01 h[15]					
Cannonia		3.79 h[a]3.816±0.002 h[10]					
Natascha		13.197±0.003 h[9]					(16.0°, 59.0°) (λ1/β1)[5]
(209.0°, 50.0°) (λ2/β2)[5]
Neith		12.599±0.006 h[10]					
Shapleya		20 h (dated)[9]24 h (dated)[10]52.92±0.01 h[11]					
Stroobantia		16.39 h[9]17.0±0.2 h[10]					
China		5.367±0.002 h[12]5.45±0.02 h[13][a]					(132.0°, −46.0°) (λ1/β1)[5]
(305.0°, −49.0°) (λ2/β2)[5]
Otero		3.648±0.002 h[6]3.64808±0.00014 h[a]					
Mimi		8.5410±0.0004 h[13]8.541±0.1 h[14]12.749±0.003 h[15]					(224.0°, −57.0°) (λ1/β1)[5]
Astrid		10.2±0.1 h[12]10.228±0.002 h[12]10.229±0.0031 h[13]					
Neujmina		5.0844±0.0006 h[11]5.089±0.004 h[12]7.61 h[13]					
Skuld		4.73±0.02 h[8]4.807±0.002 h[9]4.8079±0.0005 h[10]4.810 h[a]					
Porzia		4.0±0.2 h (dated)[6]4.6584±0.0005 h[7]4.6601±0.0006 h[8]					
Hollandia		5.326±0.015 h[9]5.360±0.001 h[10]5.568±0.005 h[11]					
Lugduna		5 h[a]5.477±0.001 h[8]5.478±0.005 h[9]					
Kepler		0.1148 day[5]					
Colchis		23.41±1.090 h[15]23.47±0.01 h[16]23.47±0.05 h[17]23.4827±0.0001 h[18]23.4830±0.0005 h[19]					(139.0°, −58.0°) (λ1/β1)[6]
(330.0°, −81.0°) (λ2/β2)[6]
Mercedes		6.448±0.002 h[10]15.6 h (poor)[11]24.64±0.01 h[12]					
Raissa		142.79±0.01 h[11]					(222.0°, −66°) (λ1/β1)[5]
(40.0°, −77.0°) (λ2/β2)[5]
Attica		unknown[6]					
Atami		15 h[7]20 h[8]24 h[9]27.43±0.05[9]27.446±0.001 h[9]27.45±0.01 h[9]27.45±0.05 h[9]27.472±0.002 h[9]27.56±0.01 h[10][a]					
Crimea		9.77±0.01 h[7]9.784±0.001 h[8]9.7869±0.0005 h[9]					
Aetolia		7.68±0.12 h[8]10.730±0.005 h[9]10.74±0.02 h[10]					
Odysseus		10.029±0.001 h[13][a]10.079±0.194 h[14]10.109±0.0036 h[15]10.111±0.004 h[16]10.1120±0.0005 h[17]10.114±0.079 h[18]10.125±0.005 h[19]12 h (poor)[20]					
Oda		14.4 h (dated)[7]44.023±0.2530 h[8]					
Robelmonte		7.582±0.0027 h[10]8.002±0.002 h[11]9.01±0.01 h[12]21 h[13]					
Biarmia		5.33±0.01 h[10]5.468±0.004 h[11]5.4700±0.0002 h[12][a]11.514±0.004 h[13]21.6 h (retracted)[b]					
Stavropolis		5.66070±0.00003 h[11]					(78.0°, −50.0°) (λ1/β1)[5]
(267.0°, −51.0°) (λ2/β2)[5]
Rarahu		6.54±0.05 h[10]6.54448±0.00002 h[11][a]6.54449±0.00005 h[12]6.5447±0.0006 h[10]					
Volga		27.5 h[11]					
Achaia		60.99±0.05 h[a]					(5.0°, −65.0°) (λ1/β1)[7]
(20.0°, −69.0°) (λ2/β2)[7]
Ithaka		4.93115±0.00011 h[7]4.9314±0.0003 h[a]4.932±0.001 h[9]					
Pawona		3.41500±0.00005 h[8]3.4151±0.0009 h[9]3.4154±0.0001 h[8]3.418±0.005 h[10][a]3.425±0.001 h[11]					
Wallenbergia		4.096±0.002 h[6]4.116±0.0055 h[7]4.12±0.070 h[8]					
Astronomia		18.1154±0.0139 h[a]					
Aenna		8.07±0.04 h[7]					
Kira		2.7910±0.0005 h[a]2.79103±0.00004 h[10]2.79105±0.00003 h[10]2.79113±0.00004 h[10]					
Arabia		15.225±0.005 h[a]					
Luda		6.86±0.01 h[9]6.863±0.005 h[10]6.870±0.005 h[11]6.90±0.01 h[12]7.44 h[3]					
Granada		31 h[11]72.852±0.2429 h[12]					
Illyria		4.1025±0.0002 h[10]4.10295±0.00005 h[11]4.104±0.001 h[12]4.3±0.3 h (poor)[13]					
Larissa		6.514±0.003 h[8][a]6.516±0.002 h [9]6.520±0.0021 h[10]13.0 h (dated)[11]					
Saga		9.278±0.001 h[9]9.365±0.006 h[9]9.394±0.0192 h[10]					
Kobolda		4.141±0.002 h[9]4.142±0.001 h[10]4.150±0.005 h[a]4.154±0.011 h[11]					
Imprinetta		7.9374±0.0016 h[12]8.107±0.010 h[13]					
Sakuntala		6.29±0.01 h[9]6.2915±0.0002 h[10]6.30±0.02 h[11]20 h[12]					
Dubiago		14.3 h[6]34.8374±0.0990 h[7]					
Brandia		11.444 h[8]11.444 h[9]					
Siva		3.5 h[9]4.98 h[a]5.22±0.01 h[10]					
Rusthawelia		10.80±0.01 h[13]10.98±0.01 h[14]11.013±0.003 h[15]					
Aneas		8.681±0.003 h[11][a]8.700±0.002 h[12][a]8.701±0.001 h[13][a]8.705±0.005 h[14]8.708±0.009 h[15]					
Anchises		11.595±0.002 h[12][a]11.596±0.005 h[13][b]11.60 h[14]					
Marmara		12 h[11]					
Margo		6.01±0.02 h[8]6.01±0.03 h[9]6.0136±0.0002 h[9]6.01375±0.00005 h[10]6.015±0.001 h[11]6.017±0.001 h[12]11.99±0.03 h[13]					
Lucidor		4.075±0.001 h[9]4.0791±0.0006 h[10][a]					
Gonnessia		6.81±0.01 h (poor)[8]10 h[9]28.89±0.02 h[9]30.51±0.02 h[10][11]30.51 h[a]82±5 h[12][b]					
Irmela		11.989±0.001 h[10]19.17 h[11]					
Mally		46.6917±0.1516 h[9]					
Rita		9 h[6]9.605±0.006 h[7]12 h[8]13.090±0.002 h[a]14.72 h[9]14.902 h[10]20.496±0.005 h[b]					
Lilith		15.04±0.01 h[10]					
Ilona		14.938±0.005 h[10]29.8±0.1 h[11]29.853±0.0627 h[12]					
Jutta		212.5±5.0 h[11]					
Gaea		2.94±0.06 h[8]					
Nikko		3.781±0.0326[6]3.78615±0.00005 h[7]3.788±0.0326 h[6]3.7889±0.0004 h[8]3.79±0.01 h[9]3.792±0.002 h[8]					
Turnera		12.010 h[11]12.066±0.004 h[12][a]12.085±0.001 h[13]15±2 h[14]					
Afra		14.06993±0.00001 h[9]
14.0701±0.0005 h[10]
14.09±0.02 h[11]
14.645±0.006 h[12]					
Gothlandia		3.49138±0.00006 h[8]3.4915±0.0001 h[11]3.49153±0.00002 h[12]3.4916 h[3]3.4917±0.0005 h[13]3.491820±0.00005 h[14]3.491820 h[15]3.49198±0.00014 h[12]3.4921±0.0001 h[12]3.493 h[16]					
Terentia		19.30±0.01 h[12]19.308±0.002 h[13]					
Pelagia		2.3661±0.0003 h[7]					
Alfaterna		3.664 h (removed)[4][a]33.12±1.92 (tentative)[11]					
Prisma		6.546±0.0170 h[7]6.558 h[8]6.55836±0.00005 h[9][10]					
Aletta		19.7±0.1 h[9]20.39±0.01 h[10]20.3903±0.2170 h[11]					
Orangia		6.167±0.0012 h[5]					
Sheba		6.319 h[4]					
Rhodesia		16.060±0.006 h[9]					
Atlantis		16 h[5]					
Geldonia		28.3±0.2 h[10]					
Imperatrix		13.34±0.11 h[12]17.769±0.002 h[13]					
Marina		9.45 h[7]9.571±0.0042 h[8]					
Nanna		15.6±0.1 h (dated)[9]18.54±0.01 h[10]25.80±0.05 h[11]					
Renzia		7.885±0.0025 h[7]7.885±0.015 h[8]7.88695±0.00005 h[9]7.88697±0.00001 h[10]					
Numerowia		4.7743±0.0013 h[7]4.77529±0.00001 h[8]					
Ostenia		7.7 (dated)h[6]8.4 h (dated)[7]9.07129 h[8]9.07129±0.00005 h[9]9.073±0.004 h[10]					
Troilus		24 h[12]56.17±0.07 h[13]63.8±0.5 h[14]					
Pumma		8.5001±0.0001 h[8]					
Francette		16 h (poor)[8]22.433±0.007 h[9][a]					
Algeria		16 h[11]					
Richilde		9.860 h[14]9.86687±0.00005 h[15]9.870±0.001 h[16]					
Boyer		10.36±0.05 h[4]					
Askania		6.536±0.003 h[9]					
Maximiliana		3.1987±0.0001 h[a]					
Britta		5.573±0.001 h[9]5.574±0.003 h[10]5.5750±0.0005 h[11]5.575±0.001 h[12]5.575 h[13]5.575 h[14]5.57556±0.00001 h[15]5.57557±0.00002 h[16]					
Crocus		491.4±0.1[6]					
Tina		12 h (dated)[9]13.395±0.003 h[10]17.164±0.003 h[9]					
Neckar		7.763 h[13]7.80±0.06 h[14]7.81 h[6]7.82124 h[7]7.82401±0.00005 h[15]7.827±0.0036 h[16]8.6 h (wrong)[a]8.78 h (wrong)[17]					
Ariane		5.5068±0.0001 h[5]					
Golia		4.0910±0.0005 h[7]4.097 h[8]					
Geranium		12.363±0.004 h[9]					
Riceia		6.67317±0.00001 h[6]					
Auricula		3.9816±0.0006 h[13]					
Cortusa		25.16±0.02 h[15]					
Kobresia		27.76±0.05 h[13]27.83±0.01 h[13]					
Elyna		5.421±0.001 h[10]5.4219±0.0001 h[11]5.4221±0.0001 h[11]17.6 h (poor)[12]					
Schorria		1265±25 h[6][a]					
Thais		72 h[12]					
Genevieve		16.37±0.10 h[12]24.82±0.07 h[13]					
Predappia		6.13±0.04 h (poor)[11]8.94±0.02 h[12][a]24 h (poor)[13]					
Centenaria		11.2907±0.0007 h[13]					
Dysona		8.355±0.001 h[12]8.60738 h[13]8.6080±0.0005 h[14]					
Zambesia		15.72±0.14 h[a]17.305 h[b]>24 h (poor)[12]					
Pamela		26.00±0.01 h[12]26.0±0.1 h[13]26±0.5 h[13]26.017±0.003 h[14][a]					
Deira		5 (poor) h[14]210.6±0.1 h[a]216.98±0.05 h[15]217.1±0.1 h[b]					(314.0°, −46.0°) (λ1/β1)[6]
(107.0°, −56.0°) (λ2/β2)[6]
Calvinia		4.8523±0.0001 h[12]					
Chaka		25.462±0.001 h[a]					
Jugurtha		12.190±0.002 h[12][13]					
Rutherfordia		18.20±0.01 h[9]18.220±0.005 h[10]18.24 h[9]18.242±0.001 h[11]					
Galanthus		3.918±0.0009 h[11]3.92 h[12]					
Hedera		15.015±0.010 h[8]19.9000±0.0002 h[9]19.9020±0.0001 h[10]19.9020±0.0002 h[11]19.915±0.005 h[12]19.915±0.007 h[12]19.985±0.002 h[13]					
Celestia		10.636 h[12]					
Frisia		14.557±0.002 h[10]18.500±0.0096 h[11]					
Schilowa		29.536±0.006 h[3][10][11]					
Normannia		6.4±0.1h (poor)[a]6.8 h (poor)[11]18.13±0.02 h[6]18.8 (poor) h[12]488.063±7.4017 h[13]					
Mora		5.28 h[9]5.2948±0.0004 h[10]5.3±0.1 h[10]					
Sicilia		13.500±0.003 h[12]					
Ogyalla		12 h (dated)[10]17.2669±0.1183 h (s)[11]17.3038±0.0573 h (r)[11]17.334±0.004 h[12]					
Legia		8.693±0.007 h[11]					
Sniadeckia		17.57 h[12]21.2±0.1 h[13]					
Varsavia		7.163±0.012 h[11]7.1639±0.0003 h[12][a]7.16495±0.00005 h[7]7.1659±0.0013 h[13]7.1680±0.0006 h[b]7.231±0.002 h[14]16.5±0.2 h (wrong)[15]					
Letaba		12 h[12]16 h[12]32.16±0.03 h[13]32.74±0.02 h (best)[14]33.27±0.01 h[15]63.74±0.01 h[16]					
Tone		7.40±0.05 h[11][a]11.82±0.05 h[12]12.9±0.1 h[13]					
Geertruida		5.50 h[13]5.5087±0.0007 h[14]					
Libya		14.05 h[8]14.05008 h[9]					
Rollandia		17.36±0.01 h[4]					
Datura		3.359 h[9]					
Isergina		7.59932±0.00009 h[10]7.829±0.002 h[11]9.864±0.004 h[12]					
Gefion		2.900±0.0012 h[9]3.087±0.0005 h[9]					
Delportia		5.5±0.07 h[7]5.615±0.001 h[a]5.6204±0.0040 h[8]					
Cimbria		5.65±0.05 h[12]5.65454±0.00001 h[13]5.655±0.0023 h[14]					
Ucclia		4.9 h[10]4.9073±0.0004 h[11]4.90748±0.00005 h[12]4.90768±0.00002 h[13]					
Dolores		17.19±0.01 h[9]					
Baillauda		12.6 h[7]					
Jeanne		15.18±0.06 h[11]					(153.0°, 19°) (λ1/β1)[12]
(338.0°, 32.0°) (λ2/β2)[12]
Utopia		13.60±0.05 h[11]13.61±0.01 h[12]13.6228±0.0005 h[13]13.623±0.002 h[14]					
Komsomolia		96 h[11]					
Latvia		9.55±0.01 h[10]9.552±0.001 h[11]9.644±0.002 h[12]18 h[13]					
Banachiewicza		8.631±0.001 h[8]					(214.0°, 62.0°) (λ1/β1)[9]
(64.0°, 60.0°) (λ2/β2)[9]
Kutaissi		3.60 h[9]					
Phryne		5.55 h[9]5.58410±0.00007 h[10]5.584139±0.000001 h[11]5.58414±0.00005 h[12]					
Sonja		2.876±0.001 h[a]2.8768±0.0003 h[b][c]2.87797±0.00002 h[d][e]2.878±0.001 h[7]2.8785±0.0001 h[8]2.879±0.001 h[f][g]2.879±0.002 h[9]2.881±0.002 h[h]					
Antwerpia		6.63±0.01 h[11][12]					(128.0°, −66.0°) (λ1/β1)[5]
(246.0°, −76.0°) (λ2/β2)[5]
Deflotte		14.64±0.05 h[10]					
Andree		5.178±0.006 h[10]5.18366±0.00007 h[10]					
Quadea		6.256±0.005 h[9]6.267±0.001 h[10]6.267±0.005 h[11][a]6.268±0.0012 h[12]					
Nocturna		34.80±0.07 h[10]					
Mertona		4.977±0.003 h[8]					(73.0°, 35.0°) (λ1/β1)[5]
Marcelle		12 h[11]					
Yvonne		7.2536±0.0002 h[12]7.3196±0.0001 h[12]7.3200±0.0001 h[13]7.320±0.005 h[14]					(39.0°, 41.0°) (λ1/β1)[15]
Werra		48 h (retracted)[9]					
Luthera		5.878±0.003 h[11]7.92±0.05 h[12]					
Arosa		7.74 h[10]7.7478±0.0001 h[11][12]7.77±0.04 h[11]					
Pongola		8 h[8]8.03 h[9]8.0585±0.0003 h[10]8.059±0.0015 h[11]8.06±0.02 h[12]8.335±0.002 h[13]					
Scythia		7.525±0.001 h[12]15.05±0.01 h[13]					
Cimmeria		2.820±0.005 h[9]2.821±0.001 h[a]2.820723±0.000005 h[10]					
Halleria		6.013 h[a]6.026±0.002 h[11]6.028±0.004 h[11]					
Hyperborea		13.858±0.004 h[13]13.87±0.002[13]13.88±0.02 h[14]13.95±0.02 h[15]					
Villigera		7.830±0.005 h[6][a]7.83001±0.00005 h[7]7.834±0.001 h[8]					
Vassar		7.93189±0.00001 h[8]7.93190±0.00005 h[9]7.932±0.002 h[a]					
Berna		25.46 h[13][14][15][16]					
Kasan		5.82±0.01 h[6]5.83±0.01 h[7][a]					
Nerina		2.5280±0.0005 h[10]					
Disa		7.080±0.003 h[9][a]7.082±0.001 h[10]7.0820±0.0077 h[11]					
Coppernicus		3.967 h[9]5.375±0.006 h[10]					
Tugela		19.50±0.02 h[12][a]19.777±0.0365 h[13]					
Inanda		20.52±0.05 h[9][a]24 h (poor)[10]141.6±0.2 h (poor)[11]					
Devota		17.49±0.01 h[9]					
Eliane		8.0±0.1 h (wrong)[8]72±2 h[9]106±25 h[10][a]					
Spiridonia		9.626±0.002 h[12]9.67±0.01 h[13]10.3±0.03 h[14]10.3±0.3 h[14]10.302±0.001 h[14]					
Marconia		19.16±0.01 h[11]19.2264±0.0001 h[12]32.1201±0.0005 h[13]					
Cevenola		4.877±0.001 h[9]4.8788±0.0004 h[10]4.87932±0.00005 h[11]4.880±0.003 h[10]4.88±0.02 h[12]4.88 h[4]					
Lundmarka		6.250±0.003 h[6]6.25033±0.00001 h[7]					
Demoulina		2.59±0.05 h (poor)[8]74.86±0.10 h[9]					
Zeelandia		15.602 h[10]15.624±0.001 h[11]					
Gerarda		12.462±0.0145 h[12]12.52 h[13]					
Duponta		3.85449±0.0003 h[10][a]3.85453±0.00009 h[5]3.85453±0.0003 h[10][b]					
Desagneauxa		9.3209±0.0006 h[8]9.37510±0.00005 h[9]9.37514±0.00001 h[10]9.380±0.003 h[11]					
Yvette		3.525 h[12]					
Edmee		5.9476±0.0011 h[8]11.89±0.01 h[9]23.745±0.005 h[10]23.75±0.01 h[11]					
Potomac		11.41±0.01 h[9]					
Gotha		2.64067±0.00002 h[3][9]					
Patria		29.5±0.3 h[12]					
Bechuana		15.681±0.0099 h[9]15.6873±0.0001 h[10]15.692±0.002 h[11]					
Rosselia		6.0 h[10]8.1394±0.0002 h[11]8.140±0.001 h[11][12]8.14±0.05 h[11]8.14008±0.00001 h[13]8.14011±0.00005 h[14]8.16±0.01 h[15]					
Maartje		12 h[11]18 h[11]22.930±0.001 h (best)[12]22.98±0.05 h[11]22.9924±0.0002 h[13][a]22.9926 h[14]					
Botha		4 h (poor)[11]					
Magoeba		2.9712±0.0003 h[7]2.972±0.002 h[8]2.975±0.002 h[8]5.946±0.005 h[9]5.99±0.05 h[10][a]31.65±0.05 h[9]32.9±0.1 h[11]					
Nyanza		12.422±0.006 h[10]					
Leuschneria		9.646±0.001 h[8]12.0893±0.0035 h[9]					
Griqua		6.891±0.0297 h[15]6.9±0.1 h[16]6.907±0.003 h[17]7 h (poor)[18]					
Safara		7.14908±0.0004 h[9]7.25±0.05 h[10][a]					
Henyey		18.986±0.002 h[6]32.2±0.2 h[7]					
