Cora		7.588±0.003 h[9]7.5882±0.0043 h[10]7.591±0.001 h[11]7.5915±0.0043[10]24.06 h (dated)[12]					
Cava		8.1789 h (0.34079 d)					
Marion		13.546 h (0.5644 d)					
Laodica		6.737 h (0.2807 d)					
Princetonia		52.8 h (2.20 d)					
Iolanda		12.306 h (0.5128 d)					
Mabella		19.4 h (0.81 d)					
Davida		0.2137 d (5.130 h)					
Taurinensis		5.5804±0.0006 h[8]5.582 h[9]5.583±0.001 h[10]5.585±0.001 h[11]5.59 h[12]					
Centesima	4.792 ± 0.019 h (0.19967 ± 0.00079 d)[4]: 248						
Armida		21.851 h (0.9105 d)					
Athalia		10.636±0.001 h[13]					
Amherstia		0.312 d[4]7.4842 h (0.31184 d)[1]					
Edith		4.328±0.001 h[9]9.25±0.04 h[10]9.274±0.001 h[11][a]9.2747±0.0003 h[10]9.41±0.07 h[10]					
Halawe		14.310 h (0.5963 d)					
Sylvania		17.962 h (0.7484 d)					
Franziska		14.0 h (superseded)[10]16.5044±0.0001 h[11]16.5045±0.0005 h[12]16.507±0.001 h[13]					
Brixia		28.479 h (1.1866 d)					
Helga		8.129 h (0.3387 d)					
Ada		10.03 ± 0.01 hr[2]10.03 h (0.418 d)[1]					
Fidelio		14.198 h (0.5916 d)					
Adelaide		19.967 h (0.8320 d)					
Jena		9.474 h (0.3948 d)					
Euryanthe		26.06 h (1.086 d)					
Rezia		7.337 h (0.3057 d)					
Preziosa		27 h (1.1 d)					
Turandot		10.77 h[2]19.960 h (0.8317 d)[1]					
Zerlina		12 h[13]16 h[8]16.716±0.003 h[14]16.706±0.001 h[15]					
Herculina		9.405 h (0.3919 d)[1]					
Sara		11.654 h (0.4856 d)					
Nassovia		9.382 h (0.3909 d)					
Montague		10.248 h[3]10.2482 h (0.42701 d)[2]					
Merapi		8.78 h (0.366 d)					
Pauly		16.252 h (0.6772 d)					
Friederike		1.1 d[5]46.728 h (1.9470 d)[2]					
Pamina		13.903 h (0.5793 d)					
Rosamunde		9.351 ± 0.001 h (0.389625 ± 4.2×10−5 d)[3]					
Deborah		29.368 h (1.2237 d)					
Susanna		10.069 h (0.4195 d)					
Charlotte		10.718 h (0.4466 d)					
Jetta		7.745 h (0.3227 d)					
Messalina		7.2 h (0.30 d)					
Herodias		10.4 hours[4]10.77 h (0.449 d)[1]					
Praxedis		9.105 h (0.3794 d)[1]					
Kressida		11.9404 h (0.49752 d)					
Jessonda		2.962 h (0.1234 d)					
Senta		20.555 h (0.8565 d)[1][2]					
Ortrud		13.05 h (0.544 d)					
Sigelinde		17.156 h (0.7148 d)					
Kundry		12.605 h (0.5252 d)					
Peraga		13.7128 h (0.57137 d)					
Norma		19.508±0.002 h[12]19.55±0.01 h[13]30.6±0.5 h[14]					
Phyllis		4.293 h (0.1789 d)					
Violetta		5.0887 h (0.21203 d)[2][3]					
Carmen		11.387 h (0.4745 d)					
Nanon		10.059 h (0.4191 d)					
Delila		29.913 h (1.2464 d)					
Ingwelde		12.012 h (0.5005 d)					
Salome		6.351 h (0.2646 d)					
Suleika		5.69 h (0.237 d)					
Dudu		8.882 h (0.3701 d)					
Marbachia		4.587 h (0.1911 d)					
Stereoskopia		12.103 h (0.5043 d)[1]					
Eleutheria		7.717 h (0.3215 d)					
Cheruskia		13.209 h (0.5504 d)[2][3]					
Misa		13.52 h (0.563 d)					
Kythera		8.120 h (0.3383 d)					
Dulcinea		126.3 h (5.26 d)					
Rebekka		5.6497 h (0.23540 d)					
Recha		7.15 h[3]7.16633 h (0.298597 d)[2]					
Reginhild		14.339 h (0.5975 d)[1][2]					
Renate		3.676 h (0.1532 d)[1][2]					
Emanuela		8.192 h (0.3413 d)					
Rhea		12.249 h (0.5104 d)					
Happelia		10.061 h (0.4192 d)					
Sidonia		16.286 h (0.6786 d)					
Selene		9.47 h (0.395 d)					
Tauntonia		16.54 h (0.689 d)[2]					
Olympia		36.312 h (1.5130 d)					
Klotilde		9.2135 h (0.38390 d)					
Semiramis		5.068 h (0.2112 d)					
Bilkis		8.5751 h (0.35730 d)					
Thekla		13.670 h (0.5696 d)					
Hypsipyle		2.8881±0.0006 h[11]2.8899±0.0006 h[12]13.6816±0.0005 h[13]					
Achilles		7.306±0.002 h[10][11]					
Croatia		11.7±0.1 h[11][a]16.385±0.0931 h[12]24.821±0.002 h[13]					
Tomyris		5.562 h (0.2318 d)					
Irmgard		7.35 h (0.306 d)					
Bathseba		7.7465 h (0.32277 d)					
Titania		9.89 h (0.412 d)					
Mireille		4.966 h (0.2069 d)					
Polyxena		11.801 h (0.4917 d)					
Bandusia		15.340 h (0.6392 d)					
Octavia		10.8903 h (0.45376 d)					
Luisa		9.566 h (0.3986 d)					
Musa		5.8856 h (0.24523 d)					
Nerthus		13.59 h (0.566 d)					
Marianna		35.195 h (1.4665 d)					
Timandra		41.79 h (1.741 d)[2][3]					
Tekmessa		5.5596 h (0.23165 d)					
Juvisia		15.93 h (0.664 d)[2][1]					
Brangane		12.2950±0.0001 h[10][11]					
Jenny		8.521 h (0.3550 d)					
Adolfine		8.3458 h (0.34774 d)					
Fulvia		35.375 h (1.4740 d)					
Valeska		4.9047 h (0.20436 d)					
Valeria		6.977 h (0.2907 d)[2][3]					
Veronika		8.243 h (0.3435 d)					
Ginevra		13.024 h (0.5427 d)					
Pia		4.572 h (0.1905 d)					
Roswitha		4.422 h (0.1843 d)					
Elly		5.301 ± 0.001 h[2]5.297 h (0.2207 d)[1]					
Patroclus		102.8 h[15]102 h[16]103.02±0.40 h[17]103.5±0.3 h[18]					
Elfriede		14.795 h (0.6165 d)					
Triberga		26.311 h[2]29.37±0.06 h[4]29.412±0.003 h[5]					
Drakonia		5.49 h[2]5.487 h (0.2286 d)[1]					
Werdandi		11.776 h (0.4907 d)					
Esther	47.5 h (1.98 d)						
Chimaera		14.635 h (0.6098 d)					
Hektor		6.9205 hours (0.28835 d)[7]					
Xenia		21.017 h (0.8757 d)					
Notburga		19.353 h (0.8064 d)					
Charis		>24 h (dated)[10]27.888±0.002 h[11]					
Christine		16.1783 h (0.67410 d)					
Bernardina	3.763 h	3.763 h (0.1568 d)					
Euphemia		350 h (15 d)					
Philippina		5.899 h (0.2458 d)					
Pyrrha		4.1167 h (0.17153 d)					
Zelima		11.724 h (0.4885 d)					
Ute		11.7554 h (0.48981 d)					
Vundtia		11.790 h (0.4913 d)					
Erika		14.603 h (0.6085 d)					
Chrysothemis	42.93±0.01 h[3]						
Moira		9.875 h (0.4115 d)					
Latona		6.193 h (0.2580 d)					
Brambilla		7.768 h (0.3237 d)					
Agnes		8.9 h[10]178.0±0.1 h[6]					
Clara		8.2308 h (0.34295 d)					
Scheherezade		14.161 h (0.5900 d)					
Cosima		7.556 h (0.3148 d)					
Agrippina		32.6 h (1.36 d)[1][9]34.39±0.05 h[10]					
Adelgunde		32.202±0.007 h[8]					
Pippa		9.263 h (0.3860 d)					
Josefa		10.481 h (0.4367 d)					
Amalasuntha		16.582 h (0.6909 d)[2][1]					
Antikleia		20.291±0.003 h[6]20.287±0.004 h[7]					
Jubilatrix		2.6627 h (0.11095 d)					
Berenike		12.4886±0.0007 h[6]12.4886 h (0.52036 d)[3]					
Zelinda		31.735 h (1.3223 d)					
Briseis		160.66 h (6.694 d)					
Beagle		7.035±0.003 h[7]					
Gunlod		15.6652 h (0.65272 d)					
Asteria		21.034 h (0.8764 d)					
Nestor		15.98±0.03 h[13]					
Crescentia		7.9116 h (0.32965 d)					
Cloelia		5.536 h (0.2307 d)					
Newtonia		21.095 h (0.8790 d)					
Gerlinde		10.251 h (0.4271 d)					
Judith		13.764 h (0.5735 d)					
Sabine		4.294 h (0.1789 d)					
Desdemona		9.6 h[9][a]14.607±0.004 h[10]15.45±0.01 h[11]					
Denise		12.687 h (0.5286 d)					
Dora		22.914 h (0.9548 d)					
Kypria		14.283 h (0.5951 d)					
Ottegebe		10.045 h (0.4185 d)					
Carnegia		8.332 h (0.3472 d)					
Astarte		22.572 h (0.9405 d)					
Edda		22.340 h (0.9308 d)					
Rachele		30.982 h (1.2909 d)					
Ludmilla		7.717 h (0.3215 d)					
Melitta		7.87 h (0.328 d)					
Aaltje		16.608 h (0.6920 d)[1]					
Fredegundis		11.61624 h (0.484010 d)					
Pax		8.452 h (0.3522 d)					
Genoveva		11.089 h (0.4620 d)					
Gorgo		6.4606 h (0.26919 d)					
Hagar		4.8503±0.0001 h[8][a]					(56.0°, −78.0°) (λ1/β1)[9]
(255.0°, −57.0°) (λ2/β2)[9]
Lanzia		8.630 h (0.3596 d)					
Hildburg		15.89±0.01 h[11]					
Hermia		50.40 ± 0.05 h (2.1000 ± 0.0021 d)[2]					
Gersuind		6.3127 h (0.26303 d)					
Tinette		7.40 h (0.308 d)[2][1]					
Melanie		18.87±0.01 h[11]					
Zita		6.425 h (0.2677 d)					
Wratislavia		8.64 h (0.360 d)					
Lehigh		12.891 h (0.5371 d)					
Hippodamia		8.98 h (0.374 d)[1][7]8.998±0.007 h[8]8.99690±0.00005 h[9][10]					
Zerbinetta		11.475 h (0.4781 d)					
Ekard		5.925 h (0.2469 d)[1][3]					
Bella		14.222 h (0.5926 d)					
Leonora		26.8964 h (1.12068 d)					
Galilea		16.538 h (0.6891 d)					
Ernestina		5.0363±0.0005 h[11]					(213.0°, −66.0°) (λ1/β1)[12]
(76.0°, −49.0°) (λ2/β2)[12]
Hela		3.3962 h (0.14151 d)[3]					
Auravictrix		6.075 ± 0.001 h (0.2531 ± 4.167×10−5 d)[2]					
Oriola		9.090 h (0.3788 d)[1]					
Alauda		8.3531 h (0.34805 d)[7]					
Noemi		201.8±2.0 h[a]					
Interamnia		8.71 h[3]8.727 h[2]				87±5°	62±5°
Erminia		53.96 h (2.248 d)					
Hirundo		22.027±0.005 h[12][a]					(92°, 66°) (λ1/β1)[6]
(244°, 54°) (λ2/β2)[6]
Steina		414 h (17.3 d)					
Raphaela		20.918±0.005 h					
Fringilla		52.4 h (2.18 d)					
Gertrud		8.288 h (0.3453 d)					
Marmulla		2.88 ± 0.12 h (0.120 ± 0.00500 d)[2]					
Boliviana		11.7426 h (0.48928 d)[1]					
Luscinia		9.9143 h (0.41310 d)					
Ulula		6.998 h (0.2916 d)					
Transvaalia		11.83 h (0.493 d)					
Berkeley		15.55±0.04 h[12][a]					
Wisibada		1250 h					
Erida		17.447 h (0.7270 d)					
Albert		5.8007±0.0003 h[5]5.801 h[4]5.8011±0.0034 h[a]5.8012±0.0034 h[a]5.802 h[6]15.577±0.005 h[b]					
Bohlinia		8.919 h (0.3716 d)					
Tabora		7.982 h (0.3326 d)					
Frieda		131.1±0.2 h[11]					
Hammonia		5.436 h (0.2265 d)					
Hapag		3.1305 h (0.13044 d)[1][2]					
Amanda		3.749 h[12]					(145.0°, −63.0°) (λ1/β1)[6]
(320.0°, −70.0°) (λ2/β2)[6]
Joella		13.04 h (0.543 d)					
Nipponia		3.974 ± 0.001 h[3]5.0687 h (0.21120 d)[2]					
Leonisis		5.5783 h (0.23243 d)[1][2]					
Watsonia		25.230 h (1.0513 d)					
Athanasia		5.7348±0.0001 h[9][a]					
Sorga		8.184±0.005 h[11]					(83.0°, 40.0°) (λ1/β1)[5]
(275.0°, 21.0°) (λ2/β2)[5]
Tjilaki		12.34±0.01 h[11]					(160.0°, 23.0°) (λ1/β1)[6]
(353.0°, 24.0°) (λ2/β2)[6]
Mocia		11.374 h (0.4739 d)					
Benda		7.110±0.003 h[10][a]					
Marghanna		20.625±0.011 h[11]					
Harvard		6.7 h[10][11]					
Arequipa		7.0259 h (0.29275 d)					
Alagasta		18.86 h (0.786 d)[1]					
Mandeville		11.931 h (0.4971 d)					
Cantabia		64.453 h (2.6855 d)					
Botolphia		23.93 h (0.997 d)					
Edisona		18.52 h (0.772 d)					
Eugenisis	10.23 ± 0.01[3] h	10.23 h (0.426 d)					
Aguntina		17.47±0.05 h[8]17.5020±0.0544 h[9]17.47 h (0.728 d)[1]					
Mauritia		9.945±0.001 h[10][a]					
Marlu		7.787 h[9][10]					(202.0°, −66.0°) (λ1/β1)[5]
(64.0°, −27.0°) (λ2/β2)[5]
Winchester		9.4146 h (0.39228 d)					
Simeisa		11.919±0.002 h[9]					
Malzovia		5.9274±0.0002 h[10][a]					(242.0°, 61.0°) (λ1/β1)[11]
(50.0°, 58.0°) (λ2/β2)[11]
Oskar		6.2584 h (0.26077 d)					
Faina		23.678 h[12]					
Sulamitis		27.367 h[6][7]					
Tiflis		9.85 h (0.410 d)					
Malabar		11.740 h (0.4892 d)					
Quintilla		4.552 h[12][13][14][15]					
Lilliana		9.361±0.002 h[5]7.834 h (0.3264 d)[2]					
Portlandia		6.5837 h (0.27432 d)[1]					
Mancunia		12.7253 h (0.53022 d)					
Vinifera		14.229±0.003 h[11]					
Massinga		10.72±0.03 h[11]					
Brendelia		57.96 h (2.415 d)					
Pulcova	5.839 hr[2]	5.839 h (0.2433 d)					
Cupido		151.5±0.1 h[11]					
Gedania		24.9751±0.0007 h[10]					
Mattiaca		3.4640 h (0.14433 d)					
Moguntia		4.8164 h (0.20068 d)					
Bondia		8.3402±0.0007 h[10]					
Struveana		8.76 h (0.365 d)					
Tatjana		35.08 h (1.462 d)					
Bali		5.8199 ± 0.0001 h (0.24250 ± 4.1667×10−6 d)[4]					
Libera		5.892±0.002 h[8]5.92 h[9]5.886±0.001 h[10]5.89±0.05 h[10]5.890±0.001 h[11]5.892 h (0.2455 d)[1]					
Tanete		17.258 h (0.7191 d)					
Irmintraud		6.7514 h (0.28131 d)[1][7]6.750±0.002 h[8]6.75 h[9]6.746±0.004 h[9]6.748±0.001 h[10]					
Armor		25.107 h (1.0461 d)					
Lumiere		6.103 h (0.2543 d)					
Berbericia		7.66701 h[3]7.668 h (0.3195 d)[1]					
Gutemberga		12.838±0.006 h[10]					
Theobalda		11.659 h (0.4858 d)					
Nina		11.186 h[10]					
Armenia		19.891 h (0.8288 d)					
Kartvelia		19.04 h (0.793 d)					
Montefiore		4.0728 h (0.16970 d)					
Nora		55.53±0.08 h[10]					
Pickeringia		13.144±0.005 h[11]					(103°, 68.0°) (λ1/β1)[a]
(282°, 35.0°) (λ2/β2)[a]
Zwetana		8.919 h[2]8.8882 h (0.37034 d)[1]					
Bredichina		29.434±0.001 h[11]					
Moskva		6.056 h (0.2523 d)[3][2]					
Hohensteina		37.176±0.004 h[5]29.94 h (1.248 d)[2]					
Lena		5.84239±0.00001 h[8]5.848±0.001 h[9]5.85±0.05 h[10]22 h[11]					
Pretoria		10.37 h (0.432 d)					
Ani		11.174±0.004 h[10]					(94.0°, −25.0°) (λ1/β1)[11]
(269.0°, 4.0°) (λ2/β2)[11]
Metcalfia		9.17 h (0.382 d)[1][2]					
Arizona		7.367 h,[2] 7.399 h (0.3083 d)[1]					
Irenaea		9.14±0.01 h[12]					
Fini		7.59±0.001 h[9][a]
9.292±0.001 h[9]					
Sarita		8.1755 h (0.34065 d)					
Montana		4.5 h (dated)[9]4.54619±0.00005 h[10]4.5462±0.0004 h[11]4.5463±0.0002 h[11]4.55±0.01 h[12]					
Ruth		8.550 h (0.3563 d)					
Gudula		14.814 h (0.6173 d)					
Kressmannia		4.464 h (0.1860 d)					
Helwerthia		23.93 h (0.997 d)					
Epyaxa		4.392±0.002 h[5]4.389±0.002 h[6]4.394±0.005 h[7]4.389±0.005 h[8]4.389±0.001 h[9]4.3902±0.0006 h[10]4.39012±0.00005 h[11]4.392 h (0.1830 d)[1]					
Picka		5.0742±0.0006 h[10]					(218.0°, 34.0°) (λ1/β1)[5]
(53.0°, 41.0°) (λ2/β2)[5]
Hispania		14.845 h (0.6185 d)[3]7.405±0.010 h[5]					
Hormuthia		9.510 h (0.3963 d)					
Gyldenia		14.45±0.05 h[7]14.452±0.001 h[7]16.846±0.007 h[8]16.852±0.006 h[9]16.8537±0.0094 h[10]					
Ceraskia		7.368±0.002 h[12]					(325.0°, 23.0°) (λ1/β1)[5]
(132.0°, 26.0°) (λ2/β2)[5]
Merxia		30.631 h (1.2763 d)[1]					
Lundia		15.4142 h (0.64226 d)					
Atossa		4.3851±0.0004 h[10][11]					(12.0°, 67.0°) (λ1/β1)[12]
(188.0°, 69.0°) (λ2/β2)[12]
Nauheima		4.0011 h (0.16671 d)					
Adele		5.8587±0.0002 h[9]					(301.0°, 44.0°) (λ1/β1)[5]
(154.0°, 69.0°) (λ2/β2)[5]
Baumeia		10.543±0.002 h[9][10]					
Tauris		35.8 h[11][12][13]36.081±30% h[3]					
Coppelia		4.421 h (0.1842 d)[1][2]					
Juliana		10.58 h (0.441 d)					
Annika		10.560±0.004 h[14]
10.564±0.001 h[15]					
Kapteynia		16.35 h (0.681 d)					
Barnardiana		66.70 h (2.779 d)					
Fanny		236.6 h[9]
230.6±0.3 h[10][a]
236.6±0.3 h[10][a]					
Lalage		3.345±0.001 h[9]					(343.0°, −74.0°) (λ1/β1)[6]
(133.0°, −75.0°) (λ2/β2)[6]
Sisigambis		146 h (6.1 d)					
Anastasia		250 h (10 d)					
Tanina		6.940±0.001 h[10]					(46.0°, 48.0°) (λ1/β1)[5]
(231.0°, 60.0°) (λ2/β2)[5]
Henrika		5.9846±0.0001 h[9][a]					
Wolfiana		4.0±0.3 h[7]4.0654±0.0001 h[8]					
Lindemannia		20.52 h (0.855 d)					
Academia		7.891 ± 0.005 hr,[3] 7.891 h (0.3288 d)[2]					
Petropolitana		39.0±0.5 h[10]					(217.0°, 36.0°) (λ1/β1)[5]
(34.0°, 41.0°) (λ2/β2)[5]
Stateira		4 h (0.17 d)					
Karin		18.35 h (0.765 d)					
Monica		12.090 h (0.5038 d)					
Burnhamia		13.875±0.001 h[10]					
Olivia		undetermined[9]					
Jole		9.615±0.005 h[8][a]					
Schwarzschilda		24 h (1.0 d)					
Seraphina		15.67±0.02 h[9]					(18.0°, 4.0°) (λ1/β1)[10][11](192.0°, 32.0°) (λ2/β2)[10][11]
Valborg		10.366 h (0.4319 d)					
Zenobia		5.565 h (0.2319 d)					
Arabella		3.352 ± 0.005 h (0.13967 ± 0.00021 d)[2]					
Kerstin		18.716±0.002 h[11]					(18.0°, 78.0°) (λ1/β1)[11][12]
Leontina		6.7859±0.0002 h[7]6.784±0.001 h[7]6.7965±0.0028 h[8]6.7859 h (0.28275 d)[1]					
Naema		20.892±0.019 h[10]					
Lipperta		1,641 h (68.4 d)[1][2]					
Agnia		14.827 h (0.6178 d)					
Inna		unknown[8]					
Ara		4.116 h[8][9]					(223.0°, −41.0°) (λ1/β1)[10]
Altona		11.1913±0.0009 h[10][a]					
Zeissia		9.34 h (0.389 d)					
Wladilena		4.6134 h (0.19223 d)					
Nansenia		7.931 h (0.3305 d)					
Frostia		37.56 h (1.565 d)					
Newcombia		3.003 h[9][10]					
Backlunda		12.08 h[9]					(42.0°, 44.0°) (λ1/β1)[5]
(226.0°, 73.0°) (λ2/β2)[5]
Glasenappia		8.23 h (0.343 d)					
El Djezair		22.31 h (0.930 d)					
Bouzareah		23.2 h (0.97 d)					
Ursina		9.386 h (0.3911 d)					
Aida		10.95±0.03 h[8]					
Franzia		7.5236±0.0006 h[9]					
Benkoela		8.20 h (0.342 d)					
Aase		3.2329 h (0.13470 d)					
Zubaida		11.3533±0.0061 h[9]					
Fatme		5.800±0.002 h[10]					
Kovacia		8.6772±0.0001 h[11]					(200.0°, −44.0°) (λ1/β1)[4]
(38.0°, −50.0°) (λ2/β2)[4]
Lova		41.118±0.011 h[10]					
Mellena		6.5155±0.0005 h[9]					
Manto		122.30±0.01 h[9]					(96.0°, 30.0°) (λ1/β1)[5]
(283.0°, 35.0°) (λ2/β2)[5]
Holda		5.945 h (0.2477 d)					
Mechthild		11.006±0.001 h[9]					(249.0°, −52.0°) (λ1/β1)[5]
(51.0°, −61.0°) (λ2/β2)[5]
Rotraut		14.297 h[9][10]					(201.0°, −41.0°) (λ1/β1)[5]
(2.0°, −36.0°) (λ2/β2)[5]
Nymphe		9.57 ± 0.01 h,[3] 12.618 h (0.5258 d)[2]					
Scott		11.8137 h (0.49224 d)					
Walkure		17.424±0.004 h[9]					(68.0°, 58.0°) (λ1/β1)[5]
(253.0°, 61.0°) (λ2/β2)[5]
Mildred		2.660 h (0.1108 d)[1]					
Ricarda		82.9 h (3.45 d)					
Herba		12.266 h (0.5111 d)[1][2]					
Athene							(123.0°, −58.0°) (λ1/β1)[6]
(337.0°, −47.0°) (λ2/β2)[6]
Swetlana		29.867±0.009 h[9]					
Matterania		5.64 h (0.235 d)					
Priamus		6.8605±0.0005 h[10]					
Ulrike		4.90±0.05 h[9][10]					(13.0°, −64.0°) (λ1/β1)[4][11]
(207.0°, −60.0°) (λ2/β2)[4][11]
Washingtonia		9.001 h (0.3750 d)					
Alinda		73.97 h (3.082 d)					
Parysatis		5.9314±0.0002 h[10]					
Erynia		9.89±0.01 h[8]					(187.0°, −60.0°) (λ1/β1)[5][9]
(335.0°, −74.0°) (λ2/β2)[5][9]
Waltraut		12.581 h (0.5242 d)					
Gunhild		11.892±0.001 h[9]					
Seeligeria		15.78 h,[3] 41.40 h (1.725 d)[2]					
Leopoldina		14.115±0.003 h[9][a]					
Erda		4.6897±0.0003 h[9]					
Helio	9.3959 h[2]	9.3959 h (0.39150 d)					
Sphinx		21.038±0.008 h[10]					(172.0°, 20.0°) (λ1/β1)[5]
(352.0°, 42.0°) (λ2/β2)[5]
Lysistrata		11.26 h (0.469 d)					
Hildegard		24.855±0.002 h[8]					(344.0°, 27.0°) (λ1/β1)[6]
(164.0°, 8.0°) (λ2/β2)[6]
Jokaste		6.245 h (0.2602 d)					
Rosalinde		16.648±0.009 h[9]					(276.0°, 70.0°) (λ1/β1)[5][10]
(90.0°, 39.0°) (λ2/β2)[5][10]
Brunsia		3.1363 h (0.13068 d)					
Probitas		10.117 h (0.4215 d)					
Nealley		21.60 h (0.900 d)					
Rockefellia		6.826±0.004 h[9]					
Universitas		14.238 h (0.5933 d)[2]					
Repsolda		15.368 h (0.6403 d)					
Rhoda		22.44±0.02 h[11][a]					
Buda		14.572±0.005 h[10][a]					(40.0°, 5.0°) (λ1/β1)[6]
(225.0°, 16.0°) (λ2/β2)[6]
Ulla		8.73 h[9]					
Anneliese		11.2863±0.0002 h[10]					
Agamemnon		6.5819±0.0007 h[14]6.59±0.01 h[15][16][a]6.592±0.004 h[17]					
Maritima		1,332 h (55.5 d)[1][3]					
Otila		4.8720±0.0002 h[9]					
Palisana		15.922 h (0.6634 d)					
Cosette		4.445 h (0.1852 d)					
America		38 h (1.6 d)					
Lyka		7.867±0.006 h					
Itha		3.47393±0.00006 h[9]					
Ilsebill		5.0325±0.0011 h[9]					
Rogeria		12.244±0.003 h[10]					(238.0°, −15.0°) (λ1/β1)[6]
(47.0°, −35.0°) (λ2/β2)[6]
Jovita		15.64±0.02 h[10][a]					
Schlutia		7.85683±0.00019 h[8]					
Herluga		19.746±0.002 h[10]					
Toni		19.437±0.001 h[10][a]					
Alphonsina		7.876 h[14]7.87754±0.00005 h[8][15]7.8780±0.0004 h[14]7.879±0.001 h[16]7.880±0.001 h[17]7.883±0.002 h[a]7.92 h[b]					
Imhilde		26.8±0.5 h[8][a]					
Ratisbona		12.986±0.003 h[9]					
Hildrun		14.13±0.03 h[9][a]					(247.0°, −29.0°) (λ1/β1)[5]
(86.0°, −63.0°) (λ2/β2)[5]
Algunde		3.31016±0.00009 h[9][10]					
Westphalia		100.66±0.12 h[7][11]					
Whittemora		19.199±0.005 h[7][8]					
Hooveria		78.44±0.01 h[8][9]					
Susi		4.6222 h (0.19259 d)					
Thuringia		8.166±0.006 h[10][11]					(120.0°, −52.0°) (λ1/β1)[6][12]
Clivia		3.6222 h (0.15093 d)					
Kunigunde		9.3650±0.0006 h[9][10]					(47.0°, 57.0°) (λ1/β1)[5]
(234.0°, 50.0°) (λ2/β2)[5]
Bethgea		8.356 h,[2] 7.5390 h (0.31413 d)[1]					
Chlosinde		13.702±0.003 h[9][10]
19.204±0.006 h[10][11]					
Isberga		2.9173 h (0.12155 d)					
Kordula		15.57±0.36 h[7][8]					
Murray		3.390±0.004 h[7][8]					
Romilda		6.965±0.003 h[8][9]					
Begonia		15.660±0.001 h[9][10]					
Hidalgo		10.063±0.0003 h[9][a]					
Barcelona		7.36 h (0.307 d)					
Poesia		108.5±0.5 h[10][11]					
Monterosa		5.164 h (0.2152 d)					
Jucunda		26.24±0.01 h[8][9]					
Hel		8.215±0.001 h[11][12]					
Ahrensa		202±1 h,[8] 202 h (8.4 d)[1]					
Gaspra		7.042 h (0.293 d)[1]	72°[5]				
Caia		3.79 h[10]3.795±0.001 h[10]7.50±0.01 h[11]7.51 h[12]					
Painleva		7.389 h (0.3079 d)					
Li		7.207±0.002 h[4]: 604					
Alstede		5.19 h (0.216 d)					
Elisa		16.492±0.006 h[9][10]					
Camelia		150±10 h[10][a]					
Asplinda		16.543±0.007 h[9][a]					(228.0°, 33.0°) (λ1/β1)[9]
(46.0°, 45.0°) (λ2/β2)[9]
Arne		123.7±0.1 h[9][10]					
Birgit		8.85±0.05 h[8][9][a]					
Gunnie		21.361±0.002 h[9]					(37.0°, 24.0°) (λ1/β1)[9]
(220.0°, 7.0°) (λ2/β2)[9]
Aslog		5.465 h (0.2277 d)[1][2]					
Iduberga		3.0341 h (0.12642 d)					
Subamara		6.868±0.001 h[9][10]					
Angelica		26.752±0.035 h[9][10]					
Muschi		5.355 h (0.2231 d)					
Helionape		3.234 h (0.1348 d)					
Petunia		61.280±0.005 h[9][10]					(355.0°, −78.0°) (λ1/β1)[5]
Leocadia		6.87±0.01 h[10][11]					
Primula		2.777±0.001 h[8][9]					
Alsatia		6.81±0.01 h[12]9.600±0.007 h[13]9.606±0.001 h[14]9.61±0.02 h[15]9.614±0.003 h[16][a]					
Cohnia		18.472 h (0.7697 d)					
Aralia		7.3662±0.0003 h					
Lioba		38.7 h[5][9]					
Perseverantia		7.267 h (0.3028 d)					
Benjamina		9.701±0.002 h[9][10]					(354.0°, 80.0°) (λ1/β1)[5][11]
Philippa		15.405±0.005 h[9][a]					
Aidamina		9.5 h[9]10.098±0.001 h[10]10.099±0.004 h[11]10.100±0.003 h[12]					
Ilsewa		42.61±0.01 h[5][9]					(352.0°, −66.0°) (λ1/β1)[5][10]
Anacostia		20.117 h (0.8382 d)					
Martina		11.267±0.003 h[9][10]					
Franklina		>16 h[9][a]					
Gunila		8.37±0.12 h[9]					
Gretia		5.560±0.018 h[8]5.76 h[9]5.778±0.001 h[10]5.778026±0.000001 h[11]5.77827±0.00005 h[10]5.7789±0.0002 h[12]5.780±0.001 h[13]5.781 h[14][15]					
Rosina		3.012±0.001 h[5]3.0126±0.0002 h[6]					
Amelia		9.52±0.01 h[9][a]					(80.0°, 30.0°) (λ1/β1)[5][10]
(282.0°, 30.0°) (λ2/β2)[5][10]
Wallia		10.0813±0.0003 h[10][a]					
Appella		7.0±1.0 h (dated)[11]120 h[12]					
Schwassmannia		107.85±0.01 h[8][9]					
Yerkes	24.45 ± 0.05[2] h	24.56 h (1.023 d)					
Swasey		13.308 h (0.5545 d)					
Moultona		5.2712±0.0007 h[8][9]					
Otthild		5.9473±0.0001 h[9][a]					(183.0°, −50.0°) (λ1/β1)[10]
(41.0°, −39.0°) (λ2/β2)[10]
Sternberga	15.26 ± 0.01[2] h	14.612 h (0.6088 d)					
Hilaritas		10.05 h (0.419 d)					
Priska		16.22±0.01 h[13]					
Bodea		8.574 h[10][a]					(7.0°, −59.0°) (λ/β)[5][11]
Zachia		22.77 h (0.949 d)					
Piazzia		9.47±0.01 h[12]					
Gaussia		4.08±0.05 h[12]9.17±0.01 h[13]20.99±0.01 h[a]					
Olbersia		10.244±0.005 h[9]					(220.0°, 35.0°) (λ1/β1)[5]
(16.0°, 54.0°) (λ2/β2)[5]
