Nephele	Epoch 31 July 2016 (JD 2457600.5)	3.14507 au (470.496 gm)	0.16957	1.82752°	117.229°	216.161°	230.611°
Pythia	Epoch 31 July 2016 (JD 2457600.5)	2.36890 au (354.382 gm)	0.14570	12.1207°	88.7589°	173.983°	4.40721°
Eros	Epoch 4 September 2017 (JD 2458000.5)	1.4579 au	0.2226	10.828°	304.32°	178.82°	71.280°
Hungaria	Epoch 31 July 2016 (JD 2457600.5)	1.9444 au (290.88 gm)	0.073725	22.511°	175.332°	123.80°	221.145°
Ella	Epoch 31 July 2016 (JD 2457600.5)	2.4492 au (366.40 gm)	0.15533	1.8168°	23.192°	333.682°	265.450°
Patricia	Epoch 31 July 2016 (JD 2457600.5)	3.20165 au (478.960 gm)	0.067422	18.5096°	351.343°	41.1947°	181.995°
Rhodia	Epoch 31 July 2016 (JD 2457600.5)	2.38586 au (356.920 gm)	0.24873	7.3442°	263.22°	62.058°	355.267°
Zeuxo	Epoch 31 July 2016 (JD 2457600.5)	2.55437 au (382.128 gm)	0.067876	7.37183°	49.1436°	211.380°	83.4825°
Ohio	Epoch July 31 2016 (JD 2457600.5)	3.13212 au (468.558 gm)	0.062342	19.1544°	201.562°	241.820°	35.2583°
Theodora	Epoch 31 July 2016 (JD 2457600.5)	2.21043 au (330.676 gm)	0.10718	1.59566°	292.133°	179.039°	224.670°
Bathilde	Epoch 31 July 2016 (JD 2457600.5)	2.80651 au (419.848 gm)	0.078421	8.1476°	253.585°	201.62°	348.249°
Eichsfeldia	Epoch 31 July 2016 (JD 2457600.5)	2.3454 au (350.87 gm)	0.070707	6.0689°	134.93°	85.047°	185.97°
Photographica	Epoch 31 July 2016 (JD 2457600.5)	2.21563 au (331.454 gm)	0.040110	4.23568°	175.447°	349.449°	208.995°
Gyptis	Epoch 31 July 2016 (JD 2457600.5)	2.77005 au (414.394 gm)	0.17569	10.2775°	195.716°	154.984°	11.8852°
Edna	Epoch 31 July 2016 (JD 2457600.5)	3.20060 au (478.803 gm)	0.19525	21.2944°	292.111°	81.2763°	190.102°
Aeternitas	Epoch 31 July 2016 (JD 2457600.5)	2.78650 au (416.854 gm)	0.12714	10.6270°	42.0823°	279.496°	83.3875°
Valentine	Epoch 31 July 2016 (JD 2457600.5)	2.98472 au (446.508 gm)	0.044033	4.79460°	71.8375°	322.874°	218.145°
Natalie	Epoch 31 July 2016 (JD 2457600.5)	3.13492 au (468.977 gm)	0.18705	12.725°	37.286°	294.160°	28.073°
Hamburga	Epoch 4 September 2017 (JD 2458000.5)	2.5514 au	0.1731	3.0847°	85.923°	47.281°	228.86°
Brigitta	Epoch 31 July 2016 (JD 2457600.5)	3.01733 au (451.386 gm)	0.098320	10.1548°	14.4643°	356.379°	125.651°
Patientia	Epoch 31 July 2016 (JD 2457600.5)	3.0616 au (458.01 gm) (a)	0.075545 (e)	15.236° (i)	89.252° (ω)	337.06° (ω)	279.30° (m)
Hamiltonia	Epoch 31 July 2016 (JD 2457600.5)	2.8488107 au (426.17601 gm)	0.0148545	3.223518°	92.53125°	69.71870°	9.4952678°
Tea	Epoch 31 July 2016 (JD 2457600.5)	2.1836 au (326.66 gm)	0.1092	5.5512°	11.7240°	220.40893°	318.7251°
Mathesis	Epoch 31 July 2016 (JD 2457600.5)	2.6284 au (393.20 gm)	0.10937	6.29209869841666°	32.29958°	177.3387°	98.12293°
Bruchsalia	Epoch 31 July 2016 (JD 2457600.5)	2.6590 au (397.78 gm)	0.29351	12.003°	76.174°	273.22°	220.10°
Abnoba	Epoch 4 September 2017 (JD 2458000.5)	2.7884 au	0.1789	14.439°	229.21°	6.6794°	86.313°
Alleghenia	Epoch 31 July 2016 (JD 2457600.5)	3.0946 au (462.95 gm)	0.17427	12.919°	249.70°	128.67°	104.03°
Hercynia	Epoch 4 September 2017 (JD 2458000.5)	2.9980 au	0.2400	12.640°	134.26°	276.79°	178.41°
Signe	Epoch 4 September 2017 (JD 2458000.5)	2.6222 au	0.2095	10.302°	29.497°	19.410°	182.92°
Scania	Epoch 31 May 2020 (JD 2459000.5)	2.7182 au	0.1059	4.6346°	205.20°	161.66°	266.57°
Saskia	Epoch 23 March 2018 (JD 2458200.5)	3.1227 au	0.1407	1.4634°	157.03°	305.17°	71.934°
Eriphyla	Epoch 31 May 2020 (JD 2459000.5)	2.8717 au	0.0883	3.1927°	105.28°	251.08°	224.51°
Lola	Epoch 31 July 2016 (JD 2457600.5)	2.397760575232 au (358.6998765031 gm)	0.2205833205669560	13.54376742339310°	36.53394009335470°	329.2209343525260°	75.32067165114480°
Megaira	Epoch 31 May 2020 (JD 2459000.5)	2.8006 au	0.2056	10.170°	102.37°	258.19°	253.43°
Alekto	Epoch 31 July 2016 (JD 2457600.5)	3.0927 au (462.66 gm)	0.20657	4.6493°	300.6133°	283.7859°	8.223375°
Tisiphone	Epoch 31 July 2016 (JD 2457600.5)	3.355032678 au (501.9057448 gm)	0.092126984	19.1085004°	290.871348°	249.614694°	199.011026°
Laura	Epoch 31 July 2016 (JD 2457600.5)	2.94444 au (440.482 gm)	0.1086874	6.43615°	322.48119°	91.31635°	5.2504112°
Lina	Epoch 16 February 2017 (JD 2457800.5)	3.1323 au	0.1975	0.4371°	21.472°	333.20°	64.042°
Argentina	Epoch 31 July 2016 (JD 2457600.5)	3.18109 au (475.884 gm)	0.159144	11.5955°	333.476°	209.588°	153.115°
Kilia	Epoch 31 May 2020 (JD 2459000.5)	2.405 au (359.8 gm)	0.0939	7.227°	173.225°	47.396°	328.947 °
Papagena	Epoch 31 July 2016 (JD 2457600.5)	2.8879 au (432.02 gm) (a)	0.23154 (e)	14.976° (i)	83.999° (ω)	314.13° (ω)	46.684° (m)
Roma	Epoch 31 July 2016 (JD 2457600.5)	2.5437 au (380.53 gm) (a)	0.093876 (e)	15.803° (i)	127.177° (ω)	295.56° (ω)	14.044° (m)
Nolli	Epoch 31 July 2016 (JD 2457600.5)	2.6632 au (398.41 gm)	0.10599	12.917°	332.24°	152.30°	229.46°
Prudentia	Epoch 31 July 2016 (JD 2457600.5)	2.454136 au (367.1335 gm)	0.2105798	8.798779°	161.83700°	155.84500°	216.99456°
Ocllo	Epoch 31 July 2016 (JD 2457600.5)	2.59436 au (388.111 gm)	0.38073	18.926°	34.496°	305.68°	174.037°
Hedwig	Epoch 31 July 2016 (JD 2457600.5)	2.651202253050 au (396.6142118513 gm)	0.07256480545036940	10.92403953516030°	286.3817373411550°	0.2030128925787450°	277.3588495717540°
Italia	Epoch 31 July 2016 (JD 2457600.5)	2.416998 au (361.5778 gm)	0.1873812	5.288912°	10.68098°	322.42220°	224.20862°
Tergeste	Epoch 16 February 2017 (JD 2457800.5)	3.0178 au	0.0835	13.182°	233.90°	239.54°	274.22°
Caprera	Epoch 31 July 2016 (JD 2457600.5)	2.7197 au (406.86 gm)	0.21864	8.6824°	136.032°	269.913°	201.29°
Hansa	Epoch 23 March 2018 (JD 2458200.5)	2.6435 au	0.0462	21.307°	237.18°	214.53°	222.78°
Emita	Epoch 31 July 2016 (JD 2457600.5)	2.7416 au (410.14 gm)	0.15633	9.8399°	66.753°	349.783°	141.033°
Petrina	Epoch 31 July 2016 (JD 2457600.5)	3.0017 au (449.05 gm)	0.098396	14.474°	179.408°	86.737°	287.189°
Seppina	Epoch 31 July 2016 (JD 2457600.5)	3.4326 au (513.51 gm)	0.050888	18.772°	173.998°	157.582°	212.541°
Pittsburghia	Epoch 31 July 2016 (JD 2457600.5)	2.6674 au (399.04 gm)	0.057501	12.512°	127.276°	191.618°	344.592°
Genua	Epoch 31 July 2016 (JD 2457600.5)	2.7477 au (411.05 gm)	0.19278	13.868°	193.440°	272.535°	117.881°
Cremona	Epoch 31 July 2016 (JD 2457600.5)	2.3520 au (351.85 gm)	0.16231	11.091°	94.246°	124.656°	251.569°
Venetia	Epoch 16 February 2017 (JD 2457800.5)	2.6698 au	0.0886	10.245°	114.82°	280.52°	8.3676°
Kreusa	Epoch 31 July 2016 (JD 2457600.5)	3.16916 au (474.100 gm)	0.15906084	11.517875°	84.23348°	71.36554°	197.66463°
Comacina	Epoch 31 July 2016 (JD 2457600.5)	3.1508 au (471.35 gm)	0.045031	13.000°	166.898°	12.215°	282.24°
Veritas	Epoch 31 July 2016 (JD 2457600.5)	3.1717 au (474.48 gm)	0.094527	9.2809°	178.335°	194.390°	31.094°
Carina	Epoch 31 July 2016 (JD 2457600.5)	3.1914 au (477.43 gm)	0.087591	18.863°	175.423°	233.431°	295.527°
Gismonda	Epoch 31 July 2016 (JD 2457600.5)	3.1136 au (465.79 gm)	0.17747	1.6188°	46.215°	296.611°	267.617°
Griseldis	Epoch 31 July 2016 (JD 2457600.5)	3.1165 au (466.22 gm)	0.17518	15.177°	357.360°	47.140°	193.229°
Virtus	Epoch 31 July 2016 (JD 2457600.5)	2.9858 au (446.67 gm)	0.063565	7.0866°	38.210°	218.055°	143.315°
Eulalia	Epoch 31 July 2016 (JD 2457600.5)	2.4873 au (372.09 gm)	0.12977	2.2795°	186.478°	206.971°	5.5120°
Gryphia	Epoch 31 July 2016 (JD 2457600.5)	2.1990 au (328.97 gm)	0.078917	3.7916°	207.608°	258.567°	267.309°
Iva	Epoch 31 July 2016 (JD 2457600.5)	2.8516 au (426.59 gm)	0.29981	4.8205°	6.3305°	3.5819°	242.202°
Tokio	Epoch 31 July 2016 (JD 2457600.5)	2.6525291 au (396.81271 gm)	0.2237107	9.493271°	97.404216°	241.19753°	178.62454°
Venusia	Epoch 31 July 2016 (JD 2457600.5)	4.0086 au (599.68 gm)	0.21471	2.0907°	256.245°	174.952°	149.18°
Selinur	Epoch 31 July 2016 (JD 2457600.5)	2.6124 au (390.81 gm)	0.14588	9.7716°	289.934°	74.510°	43.1528°
Urhixidur	Epoch 31 July 2016 (JD 2457600.5)	3.1692 au (474.11 gm)	0.13953	20.854°	357.30°	355.03°	201.00°
Sigune	Epoch 31 July 2016 (JD 2457600.5)	2.3824 au (356.40 gm)	0.17955	25.030°	133.001°	19.203°	271.391°
Evelyn	Epoch 31 July 2016 (JD 2457600.5)	2.7225 au (407.28 gm)	0.17655	5.0103°	68.903°	42.058°	98.1577°
Cora	Epoch 16 February 2017 (JD 2457800.5)	2.7212 au	0.2174	12.888°	104.63°	247.92°	147.01°
Cava	Epoch 31 July 2016 (JD 2457600.5)	2.6831 au (401.39 gm)	0.24604	9.8406°	90.876°	337.156°	219.54°
Marion	Epoch 31 July 2016 (JD 2457600.5)	3.0389 au (454.61 gm)	0.14806	17.008°	312.950°	146.177°	178.097°
Laodica	Epoch 31 July 2016 (JD 2457600.5)	3.1540 au (471.83 gm)	0.099503	9.4964°	293.461°	100.68°	189.236°
Princetonia	Epoch 31 July 2016 (JD 2457600.5)	3.1611 au (472.89 gm)	0.0081585	13.337°	44.223°	195.015°	25.2307°
Iolanda	Epoch 31 July 2016 (JD 2457600.5)	3.0626 au (458.16 gm)	0.094960	15.410°	217.547°	157.882°	249.896°
Mabella	Epoch 31 July 2016 (JD 2457600.5)	2.6122 au (390.78 gm)	0.19043	9.5323°	202.719°	90.758°	270.33°
Davida	Epoch July 01, 2021 (JD 2459396.5, heliocentric)	3.163 au	0.188	15.94°	107.6°	337.2°	113°
Taurinensis	Epoch 4 September 2017 (JD 2458000.5)	2.1895 au	0.2545	8.7463°	107.04°	249.36°	30.908°
Centesima	Epoch 31 July 2016 (JD 2457600.5)(JD 2456400.5)	3.0163 au (451.23 gm)	0.082371	9.7329°	184.45°	226.24°	146.99°
Armida	Epoch 31 July 2016 (JD 2457600.5)	3.0460 au (455.68 gm)	0.041442	3.8766°	268.633°	107.727°	52.051°
Athalia	Epoch 4 September 2017 (JD 2458000.5)	3.1234 au	0.1741	2.0376°	121.11°	300.16°	178.72°
Amherstia	Epoch 31 July 2016 (JD 2457600.5)	2.68094 au (401.063 gm)	0.27204	12.960°	328.839°	257.966°	26.3259°
Edith	Epoch 4 September 2017 (JD 2458000.5)	3.1584 au	0.1803	3.1934°	274.40°	140.13°	114.65°
Halawe	Epoch 31 July 2016 (JD 2457600.5)	2.5325 au (378.86 gm)	0.22829	6.7288°	203.955°	117.567°	21.1970°
Sylvania	Epoch 31 July 2016 (JD 2457600.5)	2.7887 au (417.18 gm)	0.18590	11.021°	44.746°	302.430°	103.905°
Franziska	Epoch 4 September 2017 (JD 2458000.5)	3.0044 au	0.1102	10.960°	34.295°	21.772°	291.42°
Brixia	Epoch 31 July 2016 (JD 2457600.5)	2.7398 au (409.87 gm)	0.28254	10.596°	89.665°	316.010°	308.887°
Helga	Epoch 31 July 2016 (JD 2457600.5)	3.6328 au (543.46 gm)	0.083794	4.4174°	116.683°	246.503°	200.06°
Ada	Epoch 31 July 2016 (JD 2457600.5)	2.9693 au (444.20 gm)	0.17432	4.2955°	260.837°	189.461°	31.6678°
Fidelio	Epoch 31 July 2016 (JD 2457600.5)	2.6345 au (394.12 gm)	0.12832	8.2284°	326.697°	80.137°	195.412°
Adelaide	Epoch 31 July 2016 (JD 2457600.5)	2.2452 au (335.88 gm)	0.10218	5.9953°	203.410°	264.252°	311.640°
Jena	Epoch 31 July 2016 (JD 2457600.5)	3.1218 au (467.01 gm)	0.13464	2.1735°	137.776°	357.408°	174.835°
Euryanthe	Epoch 31 July 2016 (JD 2457600.5)	2.7277 au (408.06 gm)	0.14980	9.6595°	120.551°	203.540°	245.24°
Rezia	Epoch 31 July 2016 (JD 2457600.5)	3.4019 au (508.92 gm)	0.018346	12.678°	49.641°	338.786°	136.691°
Preziosa	Epoch 31 July 2016 (JD 2457600.5)	3.0162 au (451.22 gm)	0.096685	11.024°	65.210°	333.658°	298.796°
Turandot	Epoch 31 July 2016 (JD 2457600.5)	3.1858 au (476.59 gm)	0.21949	8.5603°	129.169°	200.102°	92.1597°
Zerlina	Epoch 4 September 2017 (JD 2458000.5)	2.7867 au	0.1970	33.994°	197.73°	57.751°	104.09°
Herculina	Epoch 31 July 2016 (JD 2457600.5)	2.7732838 au (414.87735 gm)	0.1757028	16.31351°	107.55583°	76.09745°	131.03906°
Sara	Epoch 31 July 2016 (JD 2457600.5)	2.9794 au (445.71 gm)	0.046070	6.5586°	180.352°	35.265°	290.755°
Nassovia	Epoch 31 July 2016 (JD 2457600.5)	2.8867 au (431.84 gm)	0.056838	3.2735°	94.151°	339.550°	102.82°
Montague	Epoch 31 July 2016 (JD 2457600.5)	2.5694 au (384.38 gm)	0.024181	6.7774°	84.813°	64.514°	165.239°
Merapi	Epoch 31 July 2016 (JD 2457600.5)	3.4984 au (523.35 gm)	0.085546	19.425°	59.239°	295.862°	302.40°
Pauly	Epoch 31 July 2016 (JD 2457600.5)	3.0753 au (460.06 gm)	0.22826	9.8718°	120.196°	187.218°	296.893°
Friederike	Epoch 31 July 2016 (JD 2457600.5)	3.1581 au (472.45 gm)	0.16919	6.5204°	141.173°	227.779°	275.237°
Pamina	Epoch 31 July 2016 (JD 2457600.5)	2.7388 au (409.72 gm)	0.21246	6.7963°	274.312°	97.453°	216.44°
Rosamunde	Epoch 31 July 2016 (JD 2457600.5)	2.2187 au (331.91 gm)	0.089767	5.5831°	202.174°	337.564°	85.2863°
Deborah	Epoch 31 July 2016 (JD 2457600.5)	2.8157 au (421.22 gm)	0.050128	6.0007°	267.656°	357.52°	307.870°
Susanna	Epoch 31 July 2016 (JD 2457600.5)	2.9084 au (435.09 gm)	0.14003	12.076°	152.993°	216.495°	197.019°
Charlotte	Epoch 31 July 2016 (JD 2457600.5)	3.0585 au (457.55 gm)	0.15453	8.4782°	294.981°	109.558°	291.152°
Jetta	Epoch 31 July 2016 (JD 2457600.5)	2.5919 au (387.74 gm)	0.15223	8.3704°	298.324°	343.343°	5.52510°
Messalina	Epoch 31 July 2016 (JD 2457600.5)	3.2014 au (478.92 gm)	0.16912	11.204°	333.638°	330.686°	305.368°
Herodias	Epoch 31 July 2016 (JD 2457600.5)	2.59720 au (388.536 gm)	0.116018	14.8547°	21.7900°	108.626°	149.511°
Praxedis	Epoch 4 September 2017 (JD 2458000.5)	2.7770 au	0.2353	16.899°	193.21°	195.64°	161.79°
Kressida	Epoch 31 July 2016 (JD 2457600.5)	2.2822 au (341.41 gm)	0.18534	3.8722°	108.436°	320.351°	128.11°
Jessonda	Epoch 31 July 2016 (JD 2457600.5)	2.6832 au (401.40 gm)	0.25839	3.9605°	291.421°	158.166°	129.346°
Senta	Epoch 31 July 2016 (JD 2457600.5)	2.5884 au (387.22 gm)	0.22287	10.108°	270.702°	45.342°	17.4133°
Ortrud	Epoch 31 July 2016 (JD 2457600.5)	2.9672 au (443.89 gm)	0.12311	0.39727°	6.0272°	68.010°	306.688°
Sigelinde	Epoch 31 July 2016 (JD 2457600.5)	3.1506 au (471.32 gm)	0.088319	7.6961°	266.936°	348.530°	154.941°
Kundry	Epoch 31 July 2016 (JD 2457600.5)	2.2305 au (333.68 gm)	0.11035	5.3899°	72.378°	354.515°	191.00°
Peraga	Epoch 31 July 2016 (JD 2457600.5)	2.3743 au (355.19 gm)	0.15364	2.9349°	295.434°	127.356°	215.70°
Norma	Epoch 4 September 2017 (JD 2458000.5)	3.1870 au	0.1495	2.6462°	130.43°	356.51°	343.66°
Phyllis	Epoch 31 July 2016 (JD 2457600.5)	2.4647 au (368.71 gm)	0.10273	5.2400°	286.126°	177.439°	301.06°
Violetta	Epoch 31 July 2016 (JD 2457600.5)	2.4425 au (365.39 gm)	0.099957	2.4895°	292.818°	195.130°	79.8798°
Carmen	Epoch 31 July 2016 (JD 2457600.5)	2.9075 au (434.96 gm)	0.043262	8.3757°	143.728°	311.756°	216.857°
Nanon	Epoch 31 July 2016 (JD 2457600.5)	2.7124 au (405.77 gm)	0.066852	9.3018°	112.134°	128.450°	289.44°
Delila	Epoch 31 July 2016 (JD 2457600.5)	2.7500 au (411.39 gm)	0.16171	8.4698°	105.351°	3.8614°	187.50°
Ingwelde	Epoch 31 July 2016 (JD 2457600.5)	3.1748 au (474.94 gm)	0.11589	1.5440°	159.502°	315.780°	326.466°
Salome	Epoch 31 July 2016 (JD 2457600.5)	3.0183 au (451.53 gm)	0.10043	11.104°	70.608°	263.747°	313.859°
Suleika	Epoch 31 July 2016 (JD 2457600.5)	2.71595 au (406.300 gm)	0.23381	10.229°	85.266°	336.919°	104.420°
Dudu	Epoch 31 July 2016 (JD 2457600.5)	2.7464 au (410.86 gm)	0.27697	17.990°	70.761°	215.026°	106.652°
Marbachia	Epoch 31 July 2016 (JD 2457600.5)	2.4429 au (365.45 gm)	0.12995	10.996°	225.820°	291.598°	112.972°
Stereoskopia	Epoch 31 July 2016 (JD 2457600.5)	3.3856 au (506.48 gm)	0.11662	4.8864°	79.644°	298.527°	177.298°
Eleutheria	Epoch 31 July 2016 (JD 2457600.5)	3.1327 au (468.65 gm)	0.091156	9.2562°	58.278°	133.321°	61.183°
Cheruskia	Epoch 31 July 2016 (JD 2457600.5)	2.8815 au (431.07 gm)	0.16787	18.392°	249.791°	174.386°	164.09°
Misa	Epoch 31 July 2016 (JD 2457600.5)	2.6569 au (397.47 gm)	0.18114	1.2915°	301.720°	142.950°	131.636°
Kythera	Epoch 31 July 2016 (JD 2457600.5)	3.4233 au (512.12 gm)	0.12071	1.7870°	223.762°	156.205°	125.278°
Dulcinea	Epoch 31 July 2016 (JD 2457600.5)	2.4093 au (360.43 gm)	0.24361	5.2282°	3.1916°	27.650°	205.094°
Rebekka	Epoch 31 July 2016 (JD 2457600.5)	2.4001 au (359.05 gm)	0.15782	10.580°	194.566°	192.111°	272.796°
Recha	Epoch 31 July 2016 (JD 2457600.5)	3.0125 au (450.66 gm)	0.11407	9.8334°	342.959°	28.910°	55.621°
Reginhild	Epoch 31 July 2016 (JD 2457600.5)	2.2522 au (336.92 gm)	0.23985	5.6840°	336.810°	76.710°	249.806°
Renate	Epoch 31 July 2016 (JD 2457600.5)	2.5545 au (382.15 gm)	0.12796	15.012°	349.682°	333.921°	80.5375°
Emanuela	Epoch 31 July 2016 (JD 2457600.5)	2.9884 au (447.06 gm)	0.19430	10.217°	299.933°	26.408°	188.358°
Rhea	Epoch 31 July 2016 (JD 2457600.5)	3.1114 au (465.46 gm)	0.15481	5.2964°	328.579°	330.784°	105.219°
Happelia	Epoch 31 July 2016 (JD 2457600.5)	2.7494 au (411.30 gm)	0.19374	6.1525°	29.411°	261.400°	200.53°
Sidonia	Epoch 31 July 2016 (JD 2457600.5)	3.0107 au (450.39 gm)	0.080631	11.009°	82.737°	228.785°	161.100°
Selene	Epoch 31 July 2016 (JD 2457600.5)	3.2300 au (483.20 gm)	0.082713	3.6614°	99.154°	334.542°	45.310°
Tauntonia	Epoch 31 July 2016 (JD 2457600.5)	3.2140 au (480.81 gm)	0.032339	21.878°	102.603°	28.971°	24.277°
Olympia	Epoch 31 July 2016 (JD 2457600.5)	2.6100 au (390.45 gm)	0.22258	30.036°	155.717°	310.537°	87.2520°
Klotilde	Epoch 31 July 2016 (JD 2457600.5)	3.1705 au (474.30 gm)	0.16144	8.2452°	257.876°	252.303°	88.7841°
Semiramis	Epoch 31 July 2016 (JD 2457600.5)	2.3753 au (355.34 gm)	0.23276	10.718°	282.159°	85.121°	166.35°
Bilkis	Epoch 31 July 2016 (JD 2457600.5)	2.4307 au (363.63 gm)	0.12892	7.5679°	180.293°	328.948°	60.5077°
Thekla	Epoch 31 July 2016 (JD 2457600.5)	3.0418 au (455.05 gm)	0.060027	1.6260°	228.434°	250.921°	318.333°
Hypsipyle	Epoch 4 September 2017 (JD 2458000.5)	2.3348 au	0.1673	24.993°	324.58°	188.53°	85.891°
Achilles	Epoch 23 March 2018 (JD 2458200.5)	5.2091 au	0.1463	10.318°	316.54°	133.50°	205.11°
Croatia	Epoch 4 September 2017 (JD 2458000.5)	3.1394 au	0.0379	10.808°	177.60°	223.88°	161.92°
Tomyris	Epoch 31 July 2016 (JD 2457600.5)	2.9979 au (448.48 gm)	0.080570	11.174°	106.157°	339.791°	166.534°
Irmgard	Epoch 31 July 2016 (JD 2457600.5)	2.6792 au (400.80 gm)	0.20718	12.490°	334.289°	217.191°	43.3627°
Bathseba	Epoch 4 April 2014 (JD 2456751.5)	3.0246 au (452.47 gm)	0.12976	10.183°	167.93°	256.651°	293.82°
Titania	Epoch 31 July 2016 (JD 2457600.5)	2.6998 au (403.88 gm)	0.21475	16.884°	75.995°	31.131°	6.54586°
Mireille	Epoch 31 July 2016 (JD 2457600.5)	2.6271 au (393.01 gm)	0.35337	32.597°	155.131°	76.741°	298.54°
Polyxena	Epoch 31 July 2016 (JD 2457600.5)	3.2084 au (479.97 gm)	0.062376	17.828°	23.909°	279.182°	355.26°
Bandusia	Epoch 31 July 2016 (JD 2457600.5)	2.6714 au (399.64 gm)	0.14486	12.804°	36.541°	307.653°	337.296°
Octavia	Epoch 31 July 2016 (JD 2457600.5)	2.7651 au (413.65 gm)	0.24817	12.211°	91.642°	291.808°	163.85°
Luisa	Epoch 31 July 2016 (JD 2457600.5)	2.7768 au (415.40 gm)	0.29140	16.692°	44.204°	293.980°	232.49°
Musa	Epoch 31 July 2016 (JD 2457600.5)	2.6597 au (397.89 gm)	0.055753	10.199°	139.298°	114.513°	147.603°
Nerthus	Epoch 31 July 2016 (JD 2457600.5)	3.1344 au (468.90 gm)	0.10303	16.146°	169.575°	159.811°	265.379°
Marianna	Epoch 31 July 2016 (JD 2457600.5)	3.0841 au (461.37 gm)	0.24947	15.107°	331.497°	45.906°	235.763°
Timandra	Epoch 31 July 2016 (JD 2457600.5)	2.5378 au (379.65 gm)	0.17460	8.0265°	343.455°	159.764°	87.1291°
Tekmessa	Epoch 31 July 2016 (JD 2457600.5)	3.1480 au (470.93 gm)	0.19894	4.4213°	12.171°	28.815°	351.53°
Juvisia	Epoch 31 July 2016 (JD 2457600.5)	2.9986 au (448.58 gm)	0.13932	19.663°	342.852°	14.570°	93.317°
Brangane	Epoch 23 March 2018 (JD 2458200.5)	2.5872 au	0.2200	8.5990°	318.48°	58.344°	276.59°
Jenny	Epoch 31 July 2016 (JD 2457600.5)	2.8532 au (426.83 gm)	0.073505	10.109°	285.271°	290.172°	76.6844°
Adolfine	Epoch 31 July 2016 (JD 2457600.5)	3.0221 au (452.10 gm)	0.12459	9.3799°	293.861°	71.494°	319.449°
Fulvia	Epoch 31 July 2016 (JD 2457600.5)	3.0846 au (461.45 gm)	0.041601	4.1887°	165.356°	112.756°	175.151°
Valeska	Epoch 31 July 2016 (JD 2457600.5)	3.0883 au (462.00 gm)	0.25729	12.699°	20.391°	359.806°	98.063°
Valeria	Epoch 31 July 2016 (JD 2457600.5)	2.9820 au (446.10 gm)	0.11996	13.445°	189.431°	257.146°	71.676°
Veronika	Epoch 31 July 2016 (JD 2457600.5)	3.1572 au (472.31 gm)	0.25837	20.943°	202.904°	122.046°	262.948°
Ginevra	Epoch 31 July 2016 (JD 2457600.5)	2.9207 au (436.93 gm)	0.059028	7.6668°	354.807°	62.394°	334.658°
Pia	Epoch 31 July 2016 (JD 2457600.5)	2.6936 au (402.96 gm)	0.11115	7.0266°	217.291°	208.792°	267.21°
Roswitha	Epoch 21 November 2025 (JD 2461000.5)	2.6312 au (393.62 gm)	0.11052	2.7624°	13.3855°	246.416°	83.6172°
Elly	Epoch 31 July 2016 (JD 2457600.5)	2.5536 au (382.01 gm)	0.059122	14.960°	356.112°	107.703°	258.42°
Patroclus	Epoch 25 February 2023 (JD 2460000.5)	5.209 au	0.1399	22.062°	44.360°	308.306°	319.506°
Elfriede	Epoch 31 July 2016 (JD 2457600.5)	3.1887 au (477.02 gm)	0.073271	17.037°	111.070°	228.138°	142.019°
Triberga	Epoch 31 July 2016 (JD 2457600.5)	2.5213 au (377.18 gm)	0.074209	13.799°	187.484°	178.250°	188.954°
Drakonia	Epoch 31 July 2016 (JD 2457600.5)	2.4356 au (364.36 gm)	0.13523	7.7394°	0.017298°	336.486°	8.1809°
Werdandi	Epoch 31 July 2016 (JD 2457600.5)	3.1269 au (467.78 gm)	0.13840	2.3146°	67.107°	31.965°	299.847°
Esther	Epoch 31 July 2016 (JD 2457600.5)	2.4156 au (361.37 gm)	0.24189	8.6435°	142.046°	256.687°	93.681°
Chimaera	Epoch 31 July 2016 (JD 2457600.5)	2.4607 au (368.12 gm)	0.11331	14.127°	308.337°	124.416°	186.178°
Hektor	Epoch 23 March 2018 (JD 2458200.5)	5.2571 au	0.0238	18.166°	342.79°	185.22°	136.09°
Xenia	Epoch 31 July 2016 (JD 2457600.5)	2.6449 au (395.67 gm)	0.22764	12.077°	127.543°	200.745°	333.734°
Notburga	Epoch 31 July 2016 (JD 2457600.5)	2.5733 au (384.96 gm)	0.24295	25.371°	341.645°	43.678°	277.12°
Charis	Epoch 4 September 2017 (JD 2458000.5)	2.8998 au	0.0578	6.4732°	142.48°	176.72°	318.92°
Christine	Epoch 31 July 2016 (JD 2457600.5)	2.5813 au (386.16 gm)	0.043303	11.527°	112.123°	207.566°	325.02°
Bernardina	Epoch 31 July 2016 (JD 2457600.5)	3.1384 au (469.50 gm)	0.15371	9.2530°	86.560°	35.435°	292.348°
Euphemia	Epoch 31 July 2016 (JD 2457600.5)	2.6244 au (392.60 gm)	0.11086	13.855°	105.419°	40.148°	273.57°
Philippina	Epoch 31 July 2016 (JD 2457600.5)	2.7933 au (417.87 gm)	0.082065	18.917°	224.709°	277.857°	217.70°
Pyrrha	Epoch 31 July 2016 (JD 2457600.5)	2.6639 au (398.51 gm)	0.18979	2.2156°	356.505°	252.767°	33.9510°
Zelima	Epoch 31 July 2016 (JD 2457600.5)	3.0227 au (452.19 gm)	0.082992	10.908°	147.360°	188.537°	214.689°
Ute	Epoch 31 July 2016 (JD 2457600.5)	3.0449 au (455.51 gm)	0.18536	12.289°	133.446°	220.467°	96.526°
